name,candidate,office,office_full,party,party_full,state,district,district_number,election_districts,election_years,cycles,candidate_status,incumbent_challenge,incumbent_challenge_full,load_date,first_file_date,last_file_date,last_f2_date,candidate_id,active_through
PETERS,Peters,H,House,DEM,DEMOCRATIC PARTY,CA,52,52,"{52,52,52,52,52}","{2012,2014,2016,2018,2020}","{2012,2014,2016,2018,2020}",C,I,Incumbent,2/5/19 21:17,10/3/11,12/13/18,12/13/18,H2CA52089,2020
CUNNINGHAM,Cunningham,H,House,DEM,DEMOCRATIC PARTY,NJ,2,2,{02},{2018},{2018},C,O,Open seat,4/17/18 21:13,1/5/18,1/5/18,1/5/18,H8NJ02174,2018
ANDERSON,Anderson,H,House,DEM,DEMOCRATIC PARTY,LA,3,3,{03},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,2/6/18,7/11/18,7/11/18,H8LA03060,2018
ZELDIN,Zeldin,H,House,REP,REPUBLICAN PARTY,NY,1,1,"{01,01,01,01,01,01}","{2008,2010,2014,2016,2018,2020}","{2008,2010,2014,2016,2018,2020}",N,I,Incumbent,4/10/19 21:11,10/9/07,4/10/19,4/10/19,H8NY01148,2020
ROS-LEHTINEN,Ros-Lehtinen,H,House,REP,REPUBLICAN PARTY,FL,27,27,"{18,18,18,18,18,18,18,18,18,18,18,27,27,27,27}","{1990,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018}","{1990,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018}",C,I,Incumbent,3/7/17 20:58,6/19/89,2/27/17,2/27/17,H0FL18025,2018
JOSHI,Joshi,H,House,DEM,DEMOCRATIC PARTY,IN,2,2,{02},{2018},{2018},C,C,Challenger,2/7/18 21:13,10/25/17,10/25/17,10/25/17,H8IN02185,2018
PELLETT,Pellett,H,House,DEM,DEMOCRATIC PARTY,TX,32,32,{32},{2018},"{2016,2018}",C,C,Challenger,7/11/17 21:06,8/31/16,8/31/16,8/31/16,H8TX32056,2018
BOYLE,Boyle,H,House,DEM,DEMOCRATIC PARTY,PA,2,2,"{13,13,02,02}","{2014,2016,2018,2020}","{2014,2016,2018,2020}",C,I,Incumbent,3/26/19 21:06,4/4/13,1/21/19,1/21/19,H4PA13199,2020
FUDGE,Fudge,H,House,DEM,DEMOCRATIC PARTY,OH,11,11,"{11,11,11,11,11,11,11}","{2008,2010,2012,2014,2016,2018,2020}","{2008,2010,2012,2014,2016,2018,2020}",N,I,Incumbent,2/7/19 21:29,9/11/08,2/7/19,2/7/19,H8OH11141,2020
HILL,Hill,H,House,DEM,DEMOCRATIC PARTY,MI,13,13,{13},{2018},"{2018,2020}",N,O,Open seat,3/26/18 23:01,3/1/18,3/1/18,3/1/18,H8MI13300,2018
SIRES,Sires,H,House,DEM,DEMOCRATIC PARTY,NJ,8,8,"{13,13,13,08,08,08,08,08}","{2006,2008,2010,2012,2014,2016,2018,2020}","{2006,2008,2010,2012,2014,2016,2018,2020}",C,I,Incumbent,3/27/19 21:06,4/11/05,1/6/19,1/6/19,H6NJ13191,2020
COMER,Comer,H,House,REP,REPUBLICAN PARTY,KY,1,1,"{01,01,01}","{2016,2018,2020}","{2016,2018,2020}",N,I,Incumbent,4/10/19 21:11,10/1/15,4/10/19,4/10/19,H6KY01110,2020
FIELD,Field,H,House,DEM,DEMOCRATIC PARTY,CO,5,5,{05},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,5/9/17,5/9/17,5/9/17,H8CO05122,2018
JACKSON,Jackson,H,House,REP,REPUBLICAN PARTY,OK,2,2,"{02,02}","{2016,2018}","{2016,2018,2020}",P,C,Challenger,3/27/19 16:02,11/30/15,12/13/17,12/13/17,H6OK02233,2018
PATEL,Patel,H,House,DEM,DEMOCRATIC PARTY,FL,8,8,{08},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,1/27/18,2/6/18,2/6/18,H8FL08102,2018
BELL,Bell,H,House,DEM,DEMOCRATIC PARTY,TX,14,14,"{14,14}","{2018,2020}","{2018,2020}",N,C,Challenger,4/9/19 21:06,5/10/17,3/29/19,3/29/19,H8TX14120,2020
HALL,Hall,H,House,DEM,DEMOCRATIC PARTY,KY,4,4,{04},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,1/6/18,3/14/18,3/14/18,H8KY04169,2018
MACK,Mack,H,House,REP,REPUBLICAN PARTY,AZ,8,8,{08},{2018},{2018},C,O,Open seat,2/22/18 21:14,1/5/18,1/5/18,1/5/18,H8AZ08190,2018
WINFIELD,Winfield,H,House,DEM,DEMOCRATIC PARTY,GA,10,10,{10},{2018},{2018},C,C,Challenger,4/17/18 21:13,1/2/18,1/2/18,1/2/18,H8GA10171,2018
POWELL,Powell,H,House,DEM,DEMOCRATIC PARTY,TX,36,36,{36},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,4/19/17,4/19/17,4/19/17,H8TX36016,2018
TANOOS,Tanoos,H,House,DEM,DEMOCRATIC PARTY,IN,8,8,{08},{2018},{2018},C,C,Challenger,10/17/17 22:53,8/8/17,8/8/17,8/8/17,H8IN08141,2018
LONG,Long,H,House,REP,REPUBLICAN PARTY,MO,7,7,"{07,07,07,07,07,07}","{2010,2012,2014,2016,2018,2020}","{2010,2012,2014,2016,2018,2020}",C,I,Incumbent,3/27/19 21:06,3/16/09,2/22/19,2/22/19,H0MO07113,2020
PRUITT,Pruitt,H,House,REP,REPUBLICAN PARTY,TX,21,21,{21},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,10/10/17,10/18/18,10/18/18,H8TX08106,2018
ELLISON,Ellison,H,House,DEM,DEMOCRATIC PARTY,FL,17,17,"{17,17,17}","{2014,2016,2018}","{2014,2016,2018,2020}",N,C,Challenger,3/1/19 21:11,4/29/14,3/17/15,3/17/15,H4FL17037,2018
MILLER,Miller,H,House,DEM,DEMOCRATIC PARTY,IL,18,18,"{18,18}","{2014,2018}","{2014,2018}",N,C,Challenger,2/2/18 21:10,5/19/14,5/19/14,5/19/14,H4IL18117,2018
MCCARTHY,Mccarthy,H,House,DEM,DEMOCRATIC PARTY,MI,10,10,{10},{2018},{2018},C,C,Challenger,7/6/18 21:05,5/6/18,5/6/18,5/6/18,H8MI10124,2018
JOYCE,Joyce,H,House,REP,REPUBLICAN PARTY,OH,14,14,"{14,14,14,14,14}","{2012,2014,2016,2018,2020}","{2012,2014,2016,2018,2020}",C,I,Incumbent,4/3/19 21:06,8/20/12,3/18/19,3/18/19,H2OH14064,2020
TAKANO,Takano,H,House,DEM,DEMOCRATIC PARTY,CA,41,41,"{43,43,41,41,41,41,41}","{1992,1994,2012,2014,2016,2018,2020}","{1992,1994,1996,1998,2000,2002,2004,2006,2012,2014,2016,2018,2020}",C,I,Incumbent,3/11/19 21:05,3/24/92,3/11/19,3/11/19,H2CA43245,2020
COLLINS,Collins,H,House,REP,REPUBLICAN PARTY,GA,9,9,"{09,09,09,09,09}","{2012,2014,2016,2018,2020}","{2012,2014,2016,2018,2020}",C,I,Incumbent,3/29/19 21:06,9/6/11,12/10/18,12/10/18,H2GA09150,2020
MCCONNELL,Mcconnell,H,House,DEM,DEMOCRATIC PARTY,AL,1,1,{01},{2018},{2018},C,C,Challenger,7/6/18 21:05,2/21/18,2/21/18,2/21/18,H8AL01082,2018
PANETTA,Panetta,H,House,DEM,DEMOCRATIC PARTY,CA,20,20,"{20,20,20}","{2016,2018,2020}","{2016,2018,2020}",C,I,Incumbent,2/5/19 21:17,11/17/15,1/22/19,1/22/19,H6CA20152,2020
WALL,Wall,H,House,REP,REPUBLICAN PARTY,TX,2,2,{02},{2018},{2018},C,O,Open seat,2/6/18 21:17,11/21/17,11/21/17,11/21/17,H8TX02141,2018
OLMER,Olmer,H,House,REP,REPUBLICAN PARTY,WI,6,6,{06},{2018},{2018},C,C,Challenger,1/19/18 21:10,6/6/17,8/10/17,8/10/17,H8WI06080,2018
POUNDS,Pounds,H,House,REP,REPUBLICAN PARTY,TX,5,5,{05},{2018},{2018},C,O,Open seat,2/6/18 21:17,11/27/17,11/27/17,11/27/17,H8TX05128,2018
COMBS,Combs,H,House,DEM,DEMOCRATIC PARTY,AR,2,2,{02},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,7/28/17,7/28/17,7/28/17,H8AR02142,2018
GOMES,Gomes,H,House,DEM,DEMOCRATIC PARTY,NY,2,2,{02},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,9/15/17,9/15/17,9/15/17,H8NY02070,2018
DAW,Daw,H,House,REP,REPUBLICAN PARTY,UT,3,3,{03},{2018},{2018},N,C,Challenger,5/19/17 21:09,5/18/17,6/5/17,6/5/17,H8UT03162,2018
EVANS,Evans,H,House,REP,REPUBLICAN PARTY,FL,14,14,{14},{2018},"{2018,2020}",N,C,Challenger,8/1/17 20:57,7/26/17,7/26/17,7/26/17,H8FL14183,2018
MCCARTHY,Mccarthy,H,House,REP,REPUBLICAN PARTY,CA,23,23,"{22,22,22,23,23,23,23,23}","{2006,2008,2010,2012,2014,2016,2018,2020}","{2006,2008,2010,2012,2014,2016,2018,2020}",C,I,Incumbent,2/25/19 21:15,3/9/06,2/12/19,2/12/19,H6CA22125,2020
STIVERS,Stivers,H,House,REP,REPUBLICAN PARTY,OH,15,15,"{15,15,15,15,15,15,15}","{2008,2010,2012,2014,2016,2018,2020}","{2008,2010,2012,2014,2016,2018,2020}",N,I,Incumbent,4/12/19 21:09,11/13/07,4/12/19,4/12/19,H8OH15076,2020
MOORE,Moore,H,House,DEM,DEMOCRATIC PARTY,IN,5,5,{05},{2018},{2018},N,C,Challenger,1/30/18 21:08,1/29/18,1/29/18,1/29/18,H8IN05204,2018
HORSFORD,Horsford,H,House,DEM,DEMOCRATIC PARTY,NV,4,4,"{04,04,04,04}","{2012,2014,2018,2020}","{2012,2014,2016,2018,2020}",C,I,Incumbent,4/1/19 21:06,10/25/11,11/26/18,11/26/18,H2NV04011,2020
CASAS,Casas,H,House,DEM,DEMOCRATIC PARTY,TX,11,11,{11},{2018},"{2018,2020}",N,C,Challenger,4/19/17 21:05,3/30/17,3/30/17,3/30/17,H8TX11092,2018
SNOW,Snow,H,House,DEM,DEMOCRATIC PARTY,UT,2,2,{02},{2018},{2018},C,C,Challenger,9/27/17 20:56,4/2/17,4/2/17,4/2/17,H8UT02222,2018
MACKEY,Mackey,H,House,DEM,DEMOCRATIC PARTY,OH,4,4,{04},{2018},{2018},N,C,Challenger,3/3/17 21:11,2/13/17,2/13/17,2/13/17,H8OH04062,2018
TANNAHILL,Tannahill,H,House,REP,REPUBLICAN PARTY,KS,2,2,{02},{2018},{2018},C,O,Open seat,4/17/18 21:13,1/13/18,1/13/18,1/13/18,H8KS02215,2018
MOOLENAAR,Moolenaar,H,House,REP,REPUBLICAN PARTY,MI,4,4,"{04,04,04,04}","{2014,2016,2018,2020}","{2014,2016,2018,2020}",C,I,Incumbent,3/27/19 21:06,4/14/14,1/14/19,1/14/19,H4MI04126,2020
WELTY,Welty,H,House,REP,REPUBLICAN PARTY,MN,8,8,"{08,08,08}","{1992,2006,2018}","{1992,2006,2008,2018}",N,O,Open seat,8/2/18 21:22,10/27/06,10/27/06,,H2MN08061,2018
HARRELL,Harrell,H,House,DEM,DEMOCRATIC PARTY,GA,6,6,"{06,06}","{2017,2018}","{2016,2018}",C,C,Challenger,1/4/18 21:07,12/14/16,2/19/17,2/19/17,H8GA06187,2018
MURTAUGH,Murtaugh,H,House,REP,REPUBLICAN PARTY,CA,53,53,{53},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,3/9/18,3/9/18,3/9/18,H8CA53084,2018
VAUGHN,Vaughn,H,House,DEM,DEMOCRATIC PARTY,CA,10,10,{10},{2018},{2018},N,C,Challenger,8/1/17 20:57,6/22/17,6/22/17,6/22/17,H8CA10159,2018
MCMURRAY,Mcmurray,H,House,DEM,DEMOCRATIC PARTY,NY,27,27,{27},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,1/18/18,1/18/18,1/18/18,H8NY27176,2018
HECKROTH,Heckroth,H,House,DEM,DEMOCRATIC PARTY,IA,1,1,{01},{2018},{2018},C,C,Challenger,10/17/17 22:53,7/10/17,7/10/17,7/10/17,H8IA01128,2018
BEALS,Beals,H,House,DEM,DEMOCRATIC PARTY,NY,19,19,{19},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,5/21/17,5/21/17,5/21/17,H8NY19215,2018
KAIMAN,Kaiman,H,House,DEM,DEMOCRATIC PARTY,NY,3,3,"{03,03}","{2016,2018}","{2016,2018}",C,C,Challenger,5/5/17 21:04,1/28/16,11/21/16,11/21/16,H6NY03254,2018
WEBBER,Webber,H,House,REP,REPUBLICAN PARTY,NJ,11,11,{11},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,2/7/18,8/1/18,8/1/18,H8NJ11217,2018
FRIEDENBERG,Friedenberg,H,House,DEM,DEMOCRATIC PARTY,PA,12,12,"{12,12}","{2018,2019}","{2018,2020}",C,O,Open seat,4/23/19 21:14,9/28/17,1/22/19,1/22/19,H8PA05204,2019
PENA,Pena,H,House,DEM,DEMOCRATIC PARTY,FL,15,15,{15},{2018},{2018},C,O,Open seat,4/12/18 21:15,2/15/17,2/15/17,2/15/17,H8FL15131,2018
HASSETT,Hassett,H,House,REP,REPUBLICAN PARTY,CA,36,36,{36},{2018},{2018},C,C,Challenger,4/16/18 21:15,11/22/17,12/12/17,12/12/17,H8CA36204,2018
LAPOLICE,Lapolice,H,House,DEM,DEMOCRATIC PARTY,KS,1,1,"{01,01,01}","{2014,2016,2018}","{2014,2016,2018,2020}",P,C,Challenger,3/27/19 16:02,12/5/13,6/22/18,6/22/18,H4KS01059,2018
VAN RAAM,Van Raam,H,House,REP,REPUBLICAN PARTY,CA,5,5,"{05,05}","{2014,2018}","{2014,2018}",N,C,Challenger,3/12/17 20:58,1/23/14,3/9/17,3/9/17,H4CA11099,2018
MULLIN,Mullin,H,House,REP,REPUBLICAN PARTY,OK,2,2,"{02,02,02,02,02}","{2012,2014,2016,2018,2020}","{2012,2014,2016,2018,2020}",N,I,Incumbent,1/28/19 21:05,7/1/11,4/11/19,8/28/17,H2OK02083,2020
NEIGHBORS,Neighbors,H,House,DEM,DEMOCRATIC PARTY,AL,4,4,{04},{2018},{2018},C,C,Challenger,9/26/17 21:58,6/21/17,6/21/17,6/21/17,H8AL04086,2018
ABRAHAM,Abraham,H,House,REP,REPUBLICAN PARTY,LA,5,5,"{05,05,05,05}","{2014,2016,2018,2020}","{2014,2016,2018,2020}",N,I,Incumbent,1/28/19 21:05,5/23/14,5/31/17,5/31/17,H4LA05221,2020
JONES,Jones,H,House,REP,REPUBLICAN PARTY,NV,3,3,{03},{2018},{2018},N,O,Open seat,1/9/18 21:09,12/11/17,12/11/17,12/11/17,H8NV03234,2018
GROTHMAN,Grothman,H,House,REP,REPUBLICAN PARTY,WI,6,6,"{06,06,06,06}","{2014,2016,2018,2020}","{2014,2016,2018,2020}",C,I,Incumbent,4/3/19 21:06,4/10/14,2/6/19,2/6/19,H4WI06048,2020
MIN,Min,H,House,DEM,DEMOCRATIC PARTY,CA,45,45,{45},{2018},{2018},C,C,Challenger,5/25/18 21:21,4/5/17,5/24/18,5/24/18,H8CA45148,2018
MARGALIS,Margalis,H,House,DEM,DEMOCRATIC PARTY,AZ,5,5,{05},{2018},{2018},N,C,Challenger,1/26/18 21:11,1/10/18,1/10/18,1/10/18,H8AZ05170,2018
YOUNGBLOOD,Youngblood,H,House,DEM,DEMOCRATIC PARTY,NJ,2,2,{02},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,7/26/17,7/26/17,7/26/17,H8NJ02141,2018
BARLOW,Barlow,H,House,DEM,DEMOCRATIC PARTY,TN,6,6,{06},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,2/25/18,2/25/18,2/25/18,H8TN06128,2018
DOTY,Doty,H,House,REP,REPUBLICAN PARTY,MS,3,3,{03},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,1/17/18,1/17/18,1/17/18,H8MS03133,2018
WELCH,Welch,H,House,DEM,DEMOCRATIC PARTY,VT,0,0,"{00,00,00,00,00,00,00,00}","{2006,2008,2010,2012,2014,2016,2018,2020}","{2006,2008,2010,2012,2014,2016,2018,2020}",C,I,Incumbent,4/3/19 21:06,7/7/05,1/16/19,1/16/19,H6VT00160,2020
FREEMAN,Freeman,H,House,REP,REPUBLICAN PARTY,FL,18,18,"{18,18}","{2016,2018}","{2016,2018,2020}",P,C,Challenger,3/27/19 16:02,7/13/15,3/26/18,3/26/18,H6FL22081,2018
MCKINLEY,Mckinley,H,House,REP,REPUBLICAN PARTY,WV,1,1,"{01,01,01,01,01,01}","{2010,2012,2014,2016,2018,2020}","{2010,2012,2014,2016,2018,2020}",C,I,Incumbent,4/3/19 21:06,1/11/10,12/14/18,12/14/18,H0WV01072,2020
LEEDER,Leeder,H,House,DEM,DEMOCRATIC PARTY,TX,21,21,"{11,21}","{2018,2020}","{2018,2020}",N,C,Challenger,4/9/19 21:06,6/23/17,4/4/19,4/4/19,H8TX11100,2020
HIDALGO,Hidalgo,H,House,REP,REPUBLICAN PARTY,CA,51,51,{51},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,3/12/18,3/12/18,3/12/18,H8CA51062,2018
CRARY,Crary,H,House,DEM,DEMOCRATIC PARTY,OR,2,2,"{02,02}","{2016,2018}","{2016,2018}",C,C,Challenger,4/5/18 21:08,3/3/17,3/3/17,3/3/17,H6OR02181,2018
TOWNSEND,Townsend,H,House,REP,REPUBLICAN PARTY,NV,4,4,{04},{2018},{2018},C,O,Open seat,4/27/18 0:10,4/15/18,4/15/18,4/15/18,H8NV04109,2018
DELBENE,Delbene,H,House,DEM,DEMOCRATIC PARTY,WA,1,1,"{08,01,01,01,01,01}","{2010,2012,2014,2016,2018,2020}","{2010,2012,2014,2016,2018,2020}",C,I,Incumbent,4/3/19 21:06,2/13/09,1/15/19,1/15/19,H0WA08046,2020
SANCHEZ,Sanchez,H,House,DEM,DEMOCRATIC PARTY,TX,6,6,{06},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,2/6/17,2/6/17,2/6/17,H8TX06183,2018
WRIGHT,Wright,H,House,REP,REPUBLICAN PARTY,CA,33,33,"{33,33}","{2016,2018}","{2016,2018,2020}",P,C,Challenger,3/27/19 16:02,2/8/16,6/1/17,6/1/17,H6CA33106,2018
KRAUS,Kraus,H,House,REP,REPUBLICAN PARTY,OH,9,9,"{09,09,09}","{2012,2016,2018}","{2012,2014,2016,2018,2020}",N,C,Challenger,2/20/18 21:22,10/21/11,12/11/15,12/11/15,H2OH09122,2018
WHITTAKER,Whittaker,H,House,REP,REPUBLICAN PARTY,TX,2,2,{02},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,10/3/17,10/3/17,10/3/17,H8TX02109,2018
MYERS,Myers,H,House,REP,REPUBLICAN PARTY,TX,11,11,{11},{2018},{2018},C,C,Challenger,2/26/18 21:28,12/5/17,12/5/17,12/5/17,H8TX11134,2018
FLINN,Flinn,H,House,REP,REPUBLICAN PARTY,TN,8,8,"{08,08}","{2016,2018}","{2016,2018,2020}",P,C,Challenger,3/27/19 16:02,2/8/16,1/6/18,1/6/18,H6TN08169,2018
WATKINS,Watkins,H,House,REP,REPUBLICAN PARTY,KS,2,2,"{02,02}","{2018,2020}","{2018,2020}",C,I,Incumbent,4/1/19 21:06,11/7/17,2/12/19,2/12/19,H8KS02199,2020
RING,Ring,H,House,DEM,DEMOCRATIC PARTY,GA,1,1,"{01,01}","{2018,2020}","{2018,2020}",N,C,Challenger,1/28/19 21:05,6/20/17,12/10/18,12/10/18,H8GA01063,2020
COFFMAN,Coffman,H,House,REP,REPUBLICAN PARTY,CO,6,6,"{06,06,06,06,06,06}","{2008,2010,2012,2014,2016,2018}","{2008,2010,2012,2014,2016,2018,2020}",P,I,Incumbent,3/27/19 16:02,11/6/07,8/3/18,8/3/18,H8CO06138,2018
BUDD,Budd,H,House,REP,REPUBLICAN PARTY,NC,13,13,"{13,13,13}","{2016,2018,2020}","{2016,2018,2020}",N,I,Incumbent,4/16/19 21:11,4/6/16,4/15/19,4/15/19,H6NC13129,2020
FLETCHER,Fletcher,H,House,DEM,DEMOCRATIC PARTY,TX,7,7,"{07,07}","{2018,2020}","{2018,2020}",C,I,Incumbent,4/3/19 21:06,5/11/17,11/29/18,11/29/18,H8TX07140,2020
WALZ,Walz,H,House,DEM,DEMOCRATIC PARTY,IL,14,14,"{14,14}","{2016,2018}","{2016,2018,2020}",P,C,Challenger,3/27/19 16:02,4/19/16,7/14/17,7/14/17,H6IL14129,2018
MARCHANT,Marchant,H,House,REP,REPUBLICAN PARTY,TX,24,24,"{24,24,24,24,24,24,24,24,24}","{2004,2006,2008,2010,2012,2014,2016,2018,2020}","{2004,2006,2008,2010,2012,2014,2016,2018,2020}",C,I,Incumbent,3/26/19 21:06,12/3/03,2/11/19,2/11/19,H4TX24094,2020
OLSON,Olson,H,House,REP,REPUBLICAN PARTY,TX,22,22,"{22,22,22,22,22,22,22}","{2008,2010,2012,2014,2016,2018,2020}","{2008,2010,2012,2014,2016,2018,2020}",C,I,Incumbent,4/3/19 21:06,8/6/07,2/1/19,2/1/19,H8TX22107,2020
ADERHOLT,Aderholt,H,House,REP,REPUBLICAN PARTY,AL,4,4,"{04,04,04,04,04,04,04,04,04,04,04,04,04}","{1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}","{1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}",C,I,Incumbent,2/4/19 21:41,2/14/96,12/6/18,12/6/18,H6AL04098,2020
BYRNE,Byrne,H,House,REP,REPUBLICAN PARTY,AL,1,1,"{01,01,01,01}","{2014,2016,2018,2020}","{2014,2016,2018,2020}",C,I,Incumbent,2/4/19 21:41,6/10/13,1/3/19,1/3/19,H4AL01123,2020
HABERMAN,Haberman,H,House,DEM,DEMOCRATIC PARTY,MI,11,11,{11},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,10/15/17,10/15/17,10/15/17,H8MI11304,2018
WILLIAMS,Williams,H,House,DEM,DEMOCRATIC PARTY,CO,2,2,{02},{2018},{2018},C,O,Open seat,1/9/18 21:09,9/12/17,9/12/17,9/12/17,H8CO02202,2018
BENAC,Benac,H,House,DEM,DEMOCRATIC PARTY,MI,6,6,{06},{2018},{2018},C,C,Challenger,9/12/17 20:59,5/10/17,5/10/17,5/10/17,H8MI06130,2018
ROGERS,Rogers,H,House,REP,REPUBLICAN PARTY,AL,3,3,"{03,03,03,03,03,03,03,03,03,03}","{2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}","{2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}",C,I,Incumbent,2/4/19 21:41,7/13/01,12/16/18,12/16/18,H2AL03032,2020
LONGJOHN,Longjohn,H,House,DEM,DEMOCRATIC PARTY,MI,6,6,{06},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,7/18/17,9/3/18,9/3/18,H8MI06155,2018
CARTER,Carter,H,House,REP,REPUBLICAN PARTY,NV,3,3,{03},{2018},{2018},C,O,Open seat,4/17/18 21:13,2/19/18,2/19/18,2/19/18,H8NV03259,2018
ISAAC,Isaac,H,House,REP,REPUBLICAN PARTY,TX,21,21,{21},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,11/10/17,11/10/17,11/10/17,H8TX21216,2018
ALBERTSON,Albertson,H,House,DEM,DEMOCRATIC PARTY,OH,12,12,"{12,12}","{2016,2018}","{2016,2018,2020}",P,C,Challenger,3/27/19 16:02,4/18/16,8/28/17,8/28/17,H6OH12127,2018
WILSON,Wilson,H,House,DEM,DEMOCRATIC PARTY,FL,24,24,"{17,24,24,24,24,24}","{2010,2012,2014,2016,2018,2020}","{2010,2012,2014,2016,2018,2020}",N,I,Incumbent,1/28/19 21:05,3/23/09,4/1/19,2/8/17,H0FL17068,2020
HAGEN,Hagen,H,House,REP,REPUBLICAN PARTY,TX,21,21,{21},{2018},{2018},C,O,Open seat,1/24/18 21:11,12/5/17,12/5/17,12/5/17,H8TX21299,2018
WOODY,Woody,H,House,REP,REPUBLICAN PARTY,CA,24,24,{24},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,4/20/17,4/20/17,4/20/17,H8CA24150,2018
LEIBSOHN,Leibsohn,H,House,REP,REPUBLICAN PARTY,AZ,9,9,{09},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,9/29/17,1/31/18,1/31/18,H8AZ09032,2018
GONZALEZ,Gonzalez,H,House,REP,REPUBLICAN PARTY,OH,16,16,"{16,16}","{2018,2020}","{2018,2020}",N,I,Incumbent,2/11/19 21:20,8/23/17,2/11/19,2/11/19,H8OH16124,2020
PANDA,Panda,H,House,DEM,DEMOCRATIC PARTY,TX,25,25,{25},{2018},{2018},C,C,Challenger,10/24/17 21:01,8/21/17,8/21/17,8/21/17,H8TX25134,2018
MILLER,Miller,H,House,DEM,DEMOCRATIC PARTY,FL,15,15,"{15,15}","{2018,2020}","{2018,2020}",N,C,Challenger,4/9/19 21:06,3/31/17,4/1/19,4/1/19,H8FL15164,2020
LEVIN,Levin,H,House,DEM,DEMOCRATIC PARTY,MI,9,9,"{09,09}","{2018,2020}","{2018,2020}",C,I,Incumbent,3/27/19 21:06,12/6/17,12/13/18,12/13/18,H8MI09118,2020
SERRANO,Serrano,H,House,REP,REPUBLICAN PARTY,KY,5,5,{05},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,3/16/18,3/16/18,3/16/18,H8KY05075,2018
CLAY,Clay,H,House,DEM,DEMOCRATIC PARTY,MO,1,1,"{01,01,01,01,01,01,01,01,01,01,01}","{2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}","{2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}",C,I,Incumbent,3/27/19 21:06,6/8/99,2/12/19,2/12/19,H0MO01066,2020
LITTLEFIELD,Littlefield,H,House,DEM,DEMOCRATIC PARTY,MA,3,3,{03},{2018},{2018},C,O,Open seat,2/26/18 21:28,11/14/17,11/14/17,11/14/17,H8MA03189,2018
WILCOX,Wilcox,H,House,DEM,DEMOCRATIC PARTY,CA,4,4,{04},{2018},{2018},C,C,Challenger,10/18/17 21:02,4/29/17,4/29/17,4/29/17,H8CA04186,2018
BRADY,Brady,H,House,DEM,DEMOCRATIC PARTY,MI,1,1,{01},{2018},{2018},C,C,Challenger,10/18/17 21:02,10/12/17,10/12/17,10/12/17,H8MI01164,2018
SANDERS,Sanders,H,House,DEM,DEMOCRATIC PARTY,NH,1,1,{01},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,3/4/18,3/4/18,3/4/18,H8NH01244,2018
FERRER,Ferrer,H,House,REP,REPUBLICAN PARTY,FL,27,27,"{27,27}","{2018,2020}","{2018,2020}",N,C,Challenger,3/25/19 21:06,9/25/17,3/13/19,3/13/19,H8FL27110,2020
KIRKPATRICK,Kirkpatrick,H,House,DEM,DEMOCRATIC PARTY,AZ,2,2,"{01,01,01,01,01,02,02}","{2008,2010,2012,2014,2016,2018,2020}","{2008,2010,2012,2014,2016,2018,2020}",C,I,Incumbent,4/16/19 21:11,8/3/07,4/15/19,4/15/19,H8AZ01104,2020
SMITH,Smith,H,House,REP,REPUBLICAN PARTY,MO,8,8,"{08,08,08,08}","{2014,2016,2018,2020}","{2014,2016,2018,2020}",C,I,Incumbent,3/27/19 21:06,2/19/13,2/20/19,2/20/19,H4MO08162,2020
