name,cycles,treasurer_name,committee_type,committee_type_full,filing_frequency,designation,designation_full,organization_type,organization_type_full,party,party_full,state,committee_id,candidate_ids,first_file_date,last_file_date,last_f1_date
JOSHUA SCHOONOVER FOR CONGRESS,{2018},"SCHOONOVER, JOSHUA",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00664557,H8CA50155,1/2/18,7/6/18,1/10/18
SITTNER FOR US,"{2018,2020}","MABEY, LYNN",H,House,Q,P,Principal campaign committee,,,UN,UNAFFILIATED,UT,C00669549,,2/10/18,2/10/18,2/10/18
HENRY MARTIN FOR CONGRESS,"{2018,2020}","SHRYOCK, MICHAEL WILLIAM",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MO,C00659367,H8MO06092,10/28/17,4/11/19,1/28/19
FRIENDS OF BEN MCADAMS,"{2018,2020}","ARENT, PATRICE",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,UT,C00658633,H8UT04053,10/20/17,4/15/19,10/16/18
PEOPLE FOR ANTHONY PAPPAS FOR CONGRESS,"{2018,2020}","AQUINO, DARREN MR",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NY,C00686006,H8NY14133,8/23/18,8/23/18,8/23/18
ERNIE MARTIN FOR CONGRESS,{2018},"NAITO, LYNN",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,HI,C00665034,H8HI01218,1/6/18,11/9/18,1/6/18
CAMILLE FOR CONGRESS HEART OF MISSOURI,"{2018,2020}",CAMILLE LOMBARDI-OLIVE,H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MO,C00674820,H6MO07235,3/27/18,5/29/18,5/29/18
CHARLES RAND BARNETT US HOUSE CANDIDATE,"{2018,2020}","BARNETT, CHARLES RAND",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,OR,C00664730,H8OR03060,1/3/18,1/31/19,1/3/18
FRIENDS OF RD,"{2018,2020}","VOGEL, TARYN",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,VA,C00637918,H8VA05114,4/18/17,4/15/19,4/1/19
"HANDEL FOR CONGRESS, INC.","{2018,2020}","SANTI, ROGER",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,GA,C00633362,H8GA06286,2/17/17,4/18/19,3/25/19
CORT VANOSTRAN FOR CONGRESS,"{2018,2020}","JUMP, ANNE",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MO,C00650440,H8MO02208,7/14/17,2/8/19,10/3/18
EDDIE MR MAGA HAMILTON FOR U.S. CONGRESS,"{2018,2020}","HAMILTON, EDDIE",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NV,C00655597,H8NV03135,9/15/17,9/15/17,9/15/17
JOHNNY FOR CONGRESS,"{2018,2020}","TAVITIAN, NESHAN NINO",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00651547,H8CA28185,7/26/17,4/10/19,12/18/18
ROOT FOR CITIZEN CONGRESSMAN,"{2018,2020}","ROUTLEDGE, ROOT",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CO,C00670943,H8CO03234,2/22/18,4/4/19,2/22/18
CARE AMERICA,{2018},"MARTIN, STEVEN JR.",H,House,T,J,Joint fundraising committee,,,,,MD,C00663302,,12/14/17,7/23/18,12/14/17
LEN SISTEK FOR CONGRESS COMMITTEE,{2018},"SISTEK, JOANNE O. MS.",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CO,C00670182,H8CO04125,2/15/18,6/19/18,2/15/18
KRIS WAMPLER FOR CONGRESS,{2018},"WAMPLER, KRIS",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,SC,C00637199,H8SC05224,4/10/17,7/20/17,4/10/17
VOTE MITCHELL WHITE,"{2018,2020}","BARCAL, DAVID",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00666693,H8CA04236,1/19/18,2/19/19,1/19/18
GLISSON FOR CONGRESS,"{2018,2020}","LARUE, LAURA MRS.",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,KY,C00668699,H8KY03211,2/5/18,4/3/19,10/22/18
TOM GUILD FOR CONGRESS,{2018},"GUILD, TOM",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,OK,C00651984,H0OK05155,7/31/17,10/25/18,7/31/17
JON JAMES FOR CONGRESS '18,"{2018,2020}","MAYO, STEPHANIE RUTH",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,SC,C00637033,H8SC07014,4/6/17,4/23/17,4/23/17
SAIRA FOR CONGRESS,"{2018,2020}","LEIDERMAN, JANE",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CO,C00665448,H8CO01154,1/10/18,4/15/19,2/26/18
BENGOCHEA EXPLORATORY COMMITTEE,"{2018,2020}","CECH, NATHAN",H,House,Q,P,Principal campaign committee,,,NNE,NONE,FL,C00668533,,2/3/18,2/3/18,2/3/18
MIGUEL LEVARIO FOR CONGRESS,"{2018,2020}",JOSE' D LEVARIO,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,TX,C00638353,H8TX19111,4/24/17,3/7/19,4/24/17
DANIEL ELLYSON 2018,"{2018,2020}","ELLYSON, DANIEL",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,GA,C00639781,H8GA08092,5/10/17,4/15/19,9/14/18
FIOCCHI FOR CONGRESS,{2018},BRITTANY BRINKMAN,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NJ,C00673111,H8NJ02240,3/9/18,7/13/18,3/9/18
VOTE JOHN JOSEPH JOYNER JR 4 CONGRESS,{2018},"JOSEPH, JOHN JOYNER MR JR",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NY,C00671974,H8NY09166,3/2/18,4/12/18,4/10/18
QUINTANILLA FOR CONGRESS 2018,"{2018,2020}","PARKER, JAMES MR",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,TX,C00663369,H2TX06186,12/15/17,12/15/17,12/15/17
WE ARE IN FOR FITCH,"{2018,2020}","SMITH, LOUISE BYRD MS",H,House,Q,A,Authorized by a candidate,,,NPA,NO PARTY AFFILIATION,AK,C00649319,H8AK01015,7/4/17,8/2/17,8/2/17
THOMAS FOR CONGRESS,{2018},M MELINDA KARNS,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,KY,C00649632,H8KY06156,7/6/17,10/2/18,7/6/17
NEILL FOR ILLINOIS,"{2018,2020}","NALL, ANDREW",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IL,C00634873,H8IL16096,3/13/17,4/14/19,10/29/18
LETITIA PLUMMER 2018,"{2018,2020}","PLUMMER, LETITIA",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,TX,C00639898,H8TX22206,5/10/17,4/15/19,4/15/19
AARON FOR INDIANA,"{2018,2020}","HICKMAN, PAMELA",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IN,C00669184,H8IN05220,2/8/18,2/8/18,2/8/18
STEVE LOUGH FOR CONGRESS,{2018},"LOUGH, STEPHEN HARRISON",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,SC,C00672766,H8SC05257,3/8/18,7/23/18,3/8/18
LOKESH KUMAR FOR CONGRESS,{2018},"KUMAR, LOKESH",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MI,C00677401,H8MI08136,4/26/18,10/19/18,4/26/18
CRISTINA MCNEIL FOR CONGRESS,"{2018,2020}","EASTLAKE, SUSAN",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,ID,C00676163,H8ID01215,4/12/18,4/5/19,6/27/18
COSTA 2018,{2018},"XAGORARAKIS, JOHN",H,House,T,P,Principal campaign committee,,,NNE,NONE,NY,C00653907,H8NY03169,8/25/17,1/18/18,8/25/17
1106 FUND,{2018},"MIELNIK, MEGAN",H,House,T,J,Joint fundraising committee,,,,,DC,C00686774,,9/5/18,12/10/18,9/5/18
EPLEY FOR CONGRESS,"{2018,2020}","EPLEY, JAMES",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,SC,C00675009,H8SC04409,4/2/18,2/19/19,4/2/18
FREEMAN FOR CONGRESS 2018,"{2018,2020}","DEILGAT, SEAN",H,House,Q,P,Principal campaign committee,,,IND,INDEPENDENT,CA,C00659532,,10/31/17,10/31/17,10/31/17
ELIZABETH FOR THE 11TH,"{2018,2020}","WEBSTER-WILKINS, CHLOE JACQUELINE MS",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,GA,C00635151,H8GA11039,3/16/17,3/16/17,3/16/17
STRAW FOR CONGRESS,{2018},"STRAW, ANDREW",H,House,T,P,Principal campaign committee,,,DIS,,IL,C00674036,H2IN02196,3/23/18,6/27/18,3/23/18
DAN BOYLE FOR CONGRESS,"{2018,2020}","BOYLE, DANIEL",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,PA,C00669457,H8PA07226,2/9/18,2/21/18,2/21/18
GOP MAJORITY VICTORY FUND,"{2018,2020}","LISKER, LISA",H,House,T,J,Joint fundraising committee,,,,,VA,C00687749,,9/19/18,2/4/19,9/19/18
MANYPENNY FOR CONGRESS 18,{2018},"MANYPENNY, MIKE NOEL MR 11",H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,WV,C00649699,H6WV01087,7/8/17,8/15/18,7/8/17
GOLDEN ISLE COMMITTEE 2017,{2018},"KILGORE, PAUL",H,House,T,J,Joint fundraising committee,,,,,GA,C00640847,,5/18/17,11/2/17,5/18/17
SHAUL PRAVER FOR THE PEOPLE,"{2018,2020}","CHRISTIE, MICHAEL",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CT,C00677112,H8CT05203,4/24/18,2/19/19,6/5/18
COMMITTEE TO ELECT BETTY FIELD,"{2018,2020}",CYNTHIA P KULP,H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CO,C00640250,H8CO05122,5/9/17,2/19/19,7/25/17
BOPHA MALONE FOR CONGRESS,"{2018,2020}","ASLANIAN, JOSH MR.",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MA,C00661413,H8MA03213,11/24/17,4/12/19,3/22/18
COMMITTEE TO ELECT THOMAS BALLOCK,{2018},"BALLOCK, THOMAS",H,House,T,P,Principal campaign committee,,,W,WRITE-IN,IN,C00660308,H8IN04207,11/10/17,2/16/18,11/10/17
ERIC FOR US,"{2018,2020}","PEREZ, ELIZABETH",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,TX,C00641340,H8TX27056,5/24/17,3/18/19,10/11/17
AMANDA DOUGLAS FOR CONGRESS 2018,"{2018,2020}","DOUGLAS, AMANDA",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,OK,C00674705,H8OK01181,3/29/18,4/16/19,3/29/18
CAROLYN FOR CONGRESS,{2018},"BRENGARTH, MEGAN",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,TX,C00649384,,7/5/17,10/18/17,7/5/17
FRIENDS OF BRENDA JONES,"{2018,2020}","GRADY, STEPHEN",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MI,C00668137,H8MI13243,2/1/18,4/15/19,2/1/18
TEAMSTERSLU377LA1557,{2018},"COOK, RALPH SAM",H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,OH,C00647826,H2OH17109,6/15/17,5/3/18,6/15/17
CURTIS FOR CONGRESS,{2018},"VANCE, BRYAN",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IN,C00650499,H8IN09099,7/16/17,2/14/18,7/16/17
KEN ROMLEY FOR CONGRESS,"{2018,2020}","MAY, JENNIFER",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NC,C00655910,H8NC02094,9/19/17,2/4/19,9/19/17
FRIENDS OF MIKE SAX,"{2018,2020}","NORTH, CHRISTOPHER",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NY,C00691824,H8NY02088,11/19/18,12/10/18,11/19/18
PATRICK RYAN FOR CONGRESS,"{2018,2020}","ZAMORE, JUDITH",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NY,C00647115,H8NY19223,6/6/17,4/15/19,3/16/18
GENE STILP FOR CONGRESS 2018,{2018},"SEBASTIAN, HOLLY",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,PA,C00670638,H8PA10196,2/20/18,2/20/18,2/20/18
PAUL MARTIN FOR CONGRESS,{2018},"HIGHTOWER, BRAD",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00666347,,1/17/18,10/18/18,1/19/18
LAUREN BAER FOR CONGRESS,"{2018,2020}","FOUCART, BRIAN",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,FL,C00652594,H8FL18028,8/7/17,4/10/19,3/11/19
BESTPINOZA FOR HOUSE,{2018},"ESPINOZA, BRIAN ANTHONY",H,House,T,P,Principal campaign committee,,,IND,INDEPENDENT,CA,C00650325,H8CA27104,7/13/17,11/24/17,10/16/17
ANDY MARTIN COMMITTEE,"{2018,2020}",ANDY MARTIN,H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NH,C00651257,"H6NH02196,P00002931",7/24/17,7/24/17,7/24/17
JARRED BUCHANAN FOR CONGRESS,"{2018,2020}","MCGEVNA, KENNETH MR",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NY,C00664672,H8NY18266,1/3/18,10/12/18,10/12/18
SUPPORTERS OF JUDY HERSCHEL,"{2018,2020}","HERSCHEL, JUDY",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,PA,C00648618,H8PA10170,6/21/17,4/14/19,2/26/18
PAUL UTAM FOR CONGRESS CAMPAIGN COMMITTEE,"{2018,2020}",,H,House,Q,P,Principal campaign committee,,,,,MD,C00680330,,6/1/18,10/29/18,
COMMITTEE TO ELECT ALEXANDER MILLER TO THE HOUSE,{2018},"MILLER, ALEXANDER DANIEL",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00651174,H8CA52128,7/22/17,10/11/17,7/22/17
MAD BEAR FOR DEMOCRACY TO ELECT ROBERT A. CHATLOS,"{2018,2020}","DOWNS, BRANDON",H,House,Q,P,Principal campaign committee,,,IND,DEMOCRATIC PARTY,IN,C00634311,H8IN09115,3/3/17,5/5/18,9/4/17
LEVELL FOR A BETTER AMERICA INC,{2018},"LEVELL, SHARON MRS.",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,GA,C00633511,H8GA06351,2/11/17,10/6/17,6/14/17
NEW YORKERS AND FRIENDS FOR HOLLY LYNCH,"{2018,2020}","FATSI, THOMAS J.",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NY,C00658070,H8NY10081,10/16/17,4/12/19,1/10/18
SAM JOHNSON FOR CONGRESS,{2018},"KAUFMAN, AARON M.",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,TX,C00647693,H8TX03107,6/14/17,7/17/18,6/14/17
NEGLEY FOR CONGRESS,"{2018,2020}","KEEL, THORNTON",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TX,C00661223,H8TX21257,11/21/17,4/14/19,11/28/17
HOOSIERS FOR SUSAN AND LUKE,{2018},"MAXWELL, THOMAS F. MR. III",H,House,T,J,Joint fundraising committee,,,,,DC,C00664847,,1/4/18,8/2/18,1/4/18
COMMON GROUND VICTORY FUND,"{2018,2020}","MAY, JENNIFER",H,House,T,J,Joint fundraising committee,,,,,DC,C00672147,,3/5/18,4/8/19,3/5/18
GRAF FOR CONGRESS,{2018},"FASULA, PAOLINA",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,TX,C00639716,H8TX02059,5/9/17,2/9/18,5/9/17
BARBARA HOWE FOR US HOUSE,"{2018,2020}","ROSE, ROBERT",H,House,T,P,Principal campaign committee,,,LIB,LIBERTARIAN PARTY,NC,C00673012,"H6NC05075,H8NC04124",3/10/18,2/21/19,3/10/18
COMMITTEE TO ELECT MARK YATES,"{2018,2020}","YATES, MARK",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,AZ,C00667626,,1/29/18,7/15/18,1/29/18
JUDITH MCHALE FOR CONGRESS,"{2018,2020}","MCMANUS, ELLEN",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,AZ,C00635730,H8AZ08067,3/24/17,10/12/17,3/24/17
HEFFERNAN FOR CONGRESS COMMITTEE,"{2018,2020}","HEFFERNAN, DREMA",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,TN,C00681098,H8TN06177,6/15/18,2/14/19,6/15/18
COMMITTEE TO ELECT SCOTT DONALDSON FOR CONGRESS,{2018},"GEORGE, LINDSEY",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NC,C00656058,H8NC11160,9/20/17,8/2/18,9/20/17
LUKE SPENCER CAMPAIGN,"{2018,2020}","SPENCER, LUKE",H,House,Q,P,Principal campaign committee,,,LIB,LIBERTARIAN PARTY,TX,C00682286,H8TX18196,7/6/18,4/2/19,4/2/19
BISHOP HUIZENGA WALBERG VICTORY COMMITTEE,{2018},"DATWYLER, THOMAS C.",H,House,T,J,Joint fundraising committee,,,,,DC,C00666339,,1/17/18,8/20/18,1/17/18
KANE FOR OHIO,"{2018,2020}","PHILLIPS, ROBERT III",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,OH,C00666586,H8OH12263,1/19/18,4/1/19,1/19/18
ARIADNA BALAGUER FOR CONGRESS,{2018},"WATKINS, NANCY H.",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,FL,C00664649,H8FL27169,1/3/18,10/12/18,1/3/18
OSMACK FOR MISSOURI,{2018},"OSMACK, MARK MR",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MO,C00650994,H8MO02216,7/20/17,10/25/18,8/30/18
PAUL SPENCER FOR CONGRESS,"{2018,2020}","LEMAY, ANDREW PHILLIP MR.",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,AR,C00648741,H8AR02134,6/28/17,2/3/19,6/28/17
CHRIS WALL FOR CONGRESS,"{2018,2020}","WALL, TIFFANY",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TX,C00684647,,8/8/18,8/8/18,8/8/18
JUSTIN MILLER FOR CONGRESS,{2018},"MILLER, JUSTIN",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NC,C00660407,H8NC02128,11/13/17,3/6/18,11/13/17
CRAIG A NORDAL COMMITTEE TO ELECT FOR CONGRESS,{2018},"NORDAL, LORI DAWN",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00672063,H8CA49157,3/3/18,3/16/18,3/3/18
O'ROURKE FOR CONGRESS,{2018},"O'ROURKE, ALICIA MARIE",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NH,C00658344,H8NH01194,10/17/17,10/11/18,10/17/17
"RUPIE FOR CONGRESS, INC.",{2018},"SIZEMORE, MICHAEL E",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,WV,C00647099,H8WV03055,6/6/17,12/10/18,3/2/18
BRIAN SKIBO FOR CONGRESS,"{2018,2020}","SKIBO, STEPHEN",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,PA,C00637595,H8PA03118,4/13/17,6/7/17,6/7/17
KUSHMER FOR CONGRESS,{2018},"KILGORE, PAUL",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,FL,C00676841,H8FL15248,4/20/18,9/25/18,4/20/18
CLASBY FOR CONGRESS,"{2018,2020}","CLASBY, JAMES BRIAN",H,House,Q,P,Principal campaign committee,,,IND,INDEPENDENT,NY,C00654962,H8NY23191,9/8/17,9/8/17,9/8/17
"FRIENDS OF DENVER RIGGLEMAN, INC.","{2018,2020}","WOODFIN, CHRISTOPHER MONTGOMERY MR. ESQ.",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,VA,C00680488,H8VA05171,6/8/18,4/15/19,3/20/19
STAND WITH STEED,{2018},"HART, CAMILLE",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00667071,H8CA39265,1/24/18,10/25/18,10/22/18
KIPNIS FOR CONGRESS,"{2018,2020}","MYSHKOFF, WILLIAM ZACHARY",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NJ,C00684324,H8NJ12108,8/3/18,2/13/19,8/3/18
KOHL FOR CONGRESS,"{2018,2020}","DONOHUE, MARY LYNNE",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,WI,C00647164,H8WI06098,6/7/17,4/15/19,6/4/18
DUPONT FOR CONGRESS,"{2018,2020}","PHELAN, WILLIAM J",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CT,C00680785,H8CT05229,6/12/18,4/15/19,6/12/18
CASARA FOR CONGRESS,{2018},"CRUMMITT, GARY",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00649160,H8CA50130,7/3/17,7/24/18,7/27/17
BRADY CURBELO TIBERI VICTORY 2017,{2018},"CARLIN, ROBERT F.",H,House,T,J,Joint fundraising committee,,,,,VA,C00648394,,6/22/17,10/19/17,6/22/17
JOSEPH G. (JOE) BUCHMAN FOR CONGRESS,{2018},"BUCHMAN, JOE DR",H,House,T,P,Principal campaign committee,,,LIB,LIBERTARIAN PARTY,UT,C00652925,H8UT03352,8/11/17,4/27/18,10/12/17
COMMITTEE TO ELECT KIMBERLY HILL KNOTT FOR CONGRESS,"{2018,2020}","WOOTEN, ANGELA",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MI,C00665729,H8MI13326,1/11/18,2/10/19,1/11/18
COMMITTEE TO ELECT LIZZETTA MCCONNELL FOR CONGRESS,{2018},"MCCONNELL, LIZZETTA HILL",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,AL,C00678037,H8AL01082,5/4/18,7/19/18,5/4/18
CHARLIE WALKER FOR KANSAS,{2018},"JENEK, REBECCA L",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,KS,C00631358,H8KS04104,1/19/17,4/28/17,1/19/17
CHRISSY HOULAHAN FOR CONGRESS,"{2018,2020}","JANELLI, STEVEN",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,PA,C00637371,H8PA06087,4/11/17,4/15/19,4/11/19
NEPA FOR HOWE,{2018},"WILCZAK, ANDREW DR.",H,House,T,A,Authorized by a candidate,,,DEM,DEMOCRATIC PARTY,PA,C00665943,H8PA11053,1/14/18,6/19/18,6/18/18
MICHAEL AYCOX FOR CONGRESS,"{2018,2020}","AYCOX, LUCAS DANIEL",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MS,C00673228,H8MS03174,3/13/18,2/19/19,3/13/18
BRYAN KIM FOR CONGRESS,"{2018,2020}","KIM, BRYAN ROBERT",H,House,Q,P,Principal campaign committee,,,IND,INDEPENDENT,CA,C00655654,H8CA53068,9/17/17,2/19/19,3/14/18
COMMITTEE TO ELECT AIDA GRAY,"{2018,2020}","MELCHIORS, TIMOTHY JAMES",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MI,C00671362,H8MI06171,2/26/18,4/17/19,12/13/18
LIZ FOR INDIANA,"{2018,2020}","DEBRUICKER VALLIANT, JULIA CLARE",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IN,C00651331,H8IN09107,7/24/17,4/12/19,9/12/18
BUTLER CAIN FOR CONGRESS,{2018},"CAIN, BUTLER",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,AL,C00640011,H8AL05174,5/11/17,8/2/18,6/23/18
ROBERT SCHAFRANEK FOR CONGRESS 2018,"{2018,2020}","SCHAFRANEK, ROBERT ALLAN",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TX,C00660100,,11/8/17,11/8/17,11/8/17
DAVISFORCONGRESS,"{2018,2020}",JULIE IRENE BROOKMAN,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MD,C00674416,H8MD07083,3/27/18,3/29/19,3/27/18
GOLDEN FOR CONGRESS,"{2018,2020}","GOLDEN, IAN",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NY,C00649285,H8NY23167,7/4/17,1/31/19,12/22/17
ANDREW SALAS FOR CONGRESS,{2018},"RICHARDSON, JARED",H,House,T,A,Authorized by a candidate,,,REP,REPUBLICAN PARTY,NM,C00657239,H8NM02180,10/4/17,3/22/18,10/5/17
KESHA ROGERS 2018,"{2018,2020}","BETTAG, RONALD RICHARD",H,House,Q,P,Principal campaign committee,,,IND,INDEPENDENT,TX,C00672170,H8TX09138,3/5/18,4/23/19,4/23/19
COPETEXAS,{2018},"COPE, KENNETH CLIFFORD MR.F JR",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TX,C00663617,S4TX00532,12/18/17,4/25/18,12/18/17
"LITTON, KULKARNI, STEELE, FLETCHER JOINT FUNDRAISING COMMITTEE","{2018,2020}","VOGEL, TARYN",H,House,T,J,Joint fundraising committee,,,,,VA,C00687160,,9/10/18,1/30/19,9/10/18
GEORGE FRANKLIN FOR CONGRESS,"{2018,2020}","RICKETTS, HEATHER",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MI,C00656744,H8MI06163,10/2/17,4/15/19,10/2/17
SUZYN PRICE FOR CONGRESS,{2018},"CLARKE, NEHA",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IL,C00639302,H8IL06113,5/3/17,10/18/17,5/3/17
HALVERSTADT FOR CONGRESS,"{2018,2020}","YUHANICK, SCOTT MR.",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,OH,C00662684,H8OH12198,12/7/17,4/13/19,12/7/17
CURTIS FOR CONGRESS,"{2018,2020}","MCCAULEY, MIKE",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,UT,C00647339,H8UT03238,6/6/17,4/15/19,1/16/18
BRANDON PETERS FOR U.S. CONGRESS,"{2018,2020}","MCCRADY, STACY CPA",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,FL,C00665612,H8FL02105,1/11/18,2/19/19,12/13/18
FRIENDS OF DAVID WEIDMAN,{2018},"CHRIST, SARABETH",H,House,T,A,Authorized by a candidate,,,DEM,DEMOCRATIC PARTY,PA,C00658047,H8PA15211,10/14/17,10/29/17,10/14/17
BRYAN WITT FOR CONGRESS,"{2018,2020}","CRUMMITT, GARY",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00654335,H8CA27112,8/29/17,4/15/19,10/30/17
