name,cycles,treasurer_name,committee_type,committee_type_full,filing_frequency,designation,designation_full,organization_type,organization_type_full,party,party_full,state,committee_id,candidate_ids,first_file_date,last_file_date,last_f1_date
GETTY FOR CONGRESS,{1980},KIM ACYPT,H,House,T,P,Principal campaign committee,,,,,PA,C00133819,H0PA12025,8/29/80,3/27/81,8/29/80
"ALLAN LEVENE FOR CONGRESS, HAWAII COMMITTEE","{2014,2016}",ALLAN LEVENE,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,GA,C00567289,H2GA11180,8/18/14,1/29/15,11/10/14
MCCOTTER CONGRESSIONAL COMMITTEE,"{2002,2004,2006,2008,2010,2012,2014,2016}","BOVITZ, ROBERT A. MR.",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MI,C00365841,H2MI00037,4/17/01,7/8/15,2/29/12
BECK 4 INDIANA,"{2018,2020}","KINZEL, HADLEY",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IN,C00639013,H8IN04124,5/1/17,4/8/19,8/31/17
VANWINKLE FOR CONGRESS CAMPAIGN COMMITTEE,"{1992,1994,1996,1998}",T DAVID POTTS,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,AR,C00267716,H2AR03119,5/11/92,9/11/97,1/14/93
BROOKLYN HARRIS FOR CONGRESS COMMITTEE,"{1990,1992}",BILLY ANN HARRIS,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NV,C00245365,H0NV02035,5/21/90,9/4/91,5/21/90
KENT CUNNINGHAM FOR CONGRESS COMMITTEE,{2006},KEVIN TOCHTROP,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MO,C00420026,H6MO09215,2/16/06,5/16/06,2/16/06
COMMITTEE TO ELECT CHICK HEILESON TO CONGRESS,"{2010,2012}",CORBET R MISKIN,H,House,T,A,Authorized by a candidate,,,REP,REPUBLICAN PARTY,ID,C00464412,H0ID02061,7/27/09,5/23/12,7/27/09
CHARLES PRINGLE FOR CONGRESS,"{2004,2006}",CHARLES F PRINGLE SR,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00402123,H4CA18045,6/14/04,2/1/05,6/14/04
CASEY FOR CONGRESS,{1990},ALLEN BROOKS GRESHAM,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00241497,H0CA36078,2/7/90,8/31/90,2/7/90
CHRISTOPHER B MONDAY US CONGRESS CANDIDATE,"{2018,2020}","MONDAY, CHRISTOPHER B.",H,House,Q,P,Principal campaign committee,,,UN,UNAFFILIATED,TN,C00647404,H8TN06078,6/9/17,4/12/19,11/7/18
ED EMERY FOR CONGRESS CAMPAIGN COMMITTEE,{2016},"NESBIT, RICK",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,FL,C00580019,H6FL03057,6/25/15,8/8/16,12/8/15
ANTHONY FOR CONGRESS,"{1992,1994,1996,1998,2000}",ORLIN TREGO,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,OK,C00265777,H2OK06027,4/21/92,1/24/00,8/17/92
FRIENDS OF WAYNE PETTIGREW,{2012},PATRICIA R RAINES,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,OK,C00502500,H2OK02141,9/21/11,10/31/12,9/21/11
WRITE IN NICHOLAS MANTANONA FOR UNITED STATES REPRESENTATIVE,"{2016,2018,2020}","MANTANONA, NICHOLAS BRENT MR.",H,House,Q,P,Principal campaign committee,,,IND,INDEPENDENT,TN,C00621508,H6TN09431,7/11/16,5/19/17,7/11/16
PEOPLE TO ELECT GABRIELLE GALLEGOS TO CONGRESS,"{1994,1996,1998,2000}",SETH M FLEETWOOD,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,WA,C00285619,H4WA02058,11/22/93,1/24/00,7/16/94
BAYAREA GUAM CITIZEN FOR WONPAT,{1982},MARCIAL A  SABLAN,H,House,T,A,Authorized by a candidate,,,DEM,DEMOCRATIC PARTY,CA,C00156760,H6GU00026,5/27/82,10/21/83,5/27/82
SULLIVAN FOR CONGRESS,"{1998,2000}",H LYNN BERCH,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MS,C00335034,H8MS04412,3/23/98,10/6/99,5/19/98
MUHLER FOR CONGRESS,"{1982,1984,1986,1988,1990,1992,1994}",JOYCE D'ACCARDI,H,House,A,P,Principal campaign committee,,,,,NJ,C00153080,H0NJ03021,4/1/82,8/6/93,2/19/86
JOSEPH M. MCDADE OFFICE ACCOUNT,"{1978,1980,1982}",,H,House,A,A,Authorized by a candidate,,,,,DC,C10001717,H6PA10026,10/14/77,10/14/77,
FRIENDS OF RICK BELL,"{2004,2006}",THOMAS MCKINLEY BELL III,H,House,A,P,Principal campaign committee,,,,,CA,C00389494,H4CA33069,8/14/03,7/14/06,8/14/03
EWING IL COMMITTEE,"{1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018}",THOMAS W EWING,H,House,T,P,Principal campaign committee,,,,,IL,C00250555,H2IL15034,2/22/91,10/30/17,1/8/02
FRIENDS OF COLONEL PETE STIGLICH,{2012},WILLIAM FRED BENAGE,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00509208,H0CA02120,10/19/11,10/12/12,10/19/11
FISHER FOR CONGRESS,{1998},WENDI LEIGH GOODLETT,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,IN,C00334920,H8IN09057,3/17/98,10/15/98,3/17/98
RICH GONZALEZ FOR CONGRESS,{2018},"GONZALEZ, ROBERTO",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IL,C00658955,H8IL04126,10/24/17,6/8/18,10/24/17
JAMES R JONES ELECTION COMMITTEE,"{1976,1978,1980,1982,1984,1986,1988,1990,1992,1994,1996}","MR. JOHN BUMGARNER, JR., TREASURER",H,House,A,P,Principal campaign committee,,,,,OK,C00012617,"H6OK01011,S6OK00013",7/12/76,5/15/96,6/12/86
KERNS FOR CONGRESS 96,"{1996,1998,2000}",ROBERT MICHAEL KERNS,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00310987,H6CA26084,1/18/96,6/29/00,4/25/97
"DAVID MASTRIANNI, MD FOR CONGRESS","{2018,2020}","MASTRIANNI, DAVID",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NY,C00665497,H8NY21336,1/10/18,4/8/19,1/12/18
WALKER FOR CONGRESS,"{2008,2010,2012}",CHARLES R JOHNSTON,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,PA,C00444919,H8PA05089,2/4/08,4/21/11,3/12/08
BEN B BOOTHE FOR CONGRESS COMMITTEE,"{1998,2000}",BOB PHILLIPS,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,TX,C00332288,H8TX06118,1/5/98,2/19/99,1/5/98
TREY FOR CONGRESS,"{2016,2018,2020}","SATTERFIELD, DAVID",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,IN,C00590463,H6IN09176,10/22/15,4/15/19,1/31/19
ELAINE SURMA FOR CONGRESS,{2010},STEPHEN C DYLEWSKI,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,PA,C00463174,H0PA03206,6/22/09,2/23/10,2/2/10
JOHN CONSIDINE FOR CONGRESS COMMITTEE,"{1978,1980,1982}",JOHN J CONSIDINE JR,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,FL,C00100651,H8FL11056,7/28/78,3/13/81,6/15/79
JENSEN FOR CONGRESS,"{1992,1994,1996,1998}",DAVID O BLACK,H,House,A,P,Principal campaign committee,,,,,UT,C00263285,H2UT02076,3/23/92,9/11/97,5/22/92
COMMITTEE TO ELECT ALTON H (BILL) STARLING TO CONGRESS,"{1984,1986}",ERDA M STARLING,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,FL,C00185025,H4FL04019,5/18/84,8/16/85,5/18/84
JOHN MALAN AT RESTORE AMERICA DOT INFO,"{2016,2018}","MALAN, JOHN",H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,WA,C00617886,H6WA04158,5/21/16,4/26/18,6/10/16
COMMITTEE TO ELECT RORY BRICCO,"{2006,2008}",TARA C BRICCO,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TN,C00420315,H6TN08136,2/24/06,10/19/07,2/24/06
JACK ORSWELL FOR CONGRESS,"{2014,2016,2018}","MONTGOMERY, THOMAS E MR. III",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00553941,H2CA27198,12/31/13,1/15/17,4/8/15
GODFREY DILLARD FOR CONGRESS,"{2012,2014,2016}",MACK R JONES,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MI,C00504415,H6MI15101,10/24/11,10/24/11,10/24/11
MATTHEW E KELLY FOR CONGRESS,{2010},MATTHEW E KELLY,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TX,C00466219,H0TX12204,8/26/09,4/29/10,8/26/09
"JOHN SULLIVAN FOR CONGRESS, INC","{2002,2004,2006,2008,2010,2012,2014}",STEVEN D. RALLS,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,OK,C00366773,H2OK01093,6/7/01,7/10/13,4/13/07
BOB LATTA FOR CONGRESS COMMITTEE,"{1988,1990}",JOHN S CHEETWOOD,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,OH,C00221689,H8OH05036,1/21/88,3/23/90,1/21/88
FRIENDS OF REUBEN SPELLMAN,"{1980,1982}",JOSEPH F MCBRIDE,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MD,C00140491,H0MD05043,2/27/81,6/9/83,8/3/81
JIM RYUN FOR CONGRESS,"{2008,2010}","DAVIS, KEITH A.",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,KS,C00432351,H6KS02227,2/3/07,3/10/09,8/12/08
PENNY REID FOR CONGRESS COMMITTEE,{1992},CAROL A WITT,H,House,A,P,Principal campaign committee,,,,,MA,C00269811,H2MA11078,6/5/92,7/16/92,6/5/92
UPSON CONGRESS COMMITTEE,{1998},ROSEMARY BRIGLIA,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CT,C00329037,H6CT06064,8/1/97,8/1/97,8/1/97
JAGER FOR CONGRESS COMMITTEE,"{1984,1986}",CINDIE CYRUS,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,OH,C00179671,H4OH15018,3/19/84,6/20/86,3/19/84
RON BUCKLEY FOR CONGRESS COMMITTEE,"{1980,1982}",MARLENE BUCKLEY,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00123240,H0CA41037,3/27/80,2/25/83,3/27/80
COMMITTEE TO ELECT CONLEY TO CONGRESS,{1994},JOHN LEE CONLEY,H,House,T,P,Principal campaign committee,,,,,IN,C00289009,H4IN06078,2/8/94,7/27/94,3/14/94
JAMES T CRIM,"{1978,1980}",FULTON GRAY,H,House,T,P,Principal campaign committee,,,CRV,CONSERVATIVE PARTY,AL,C00104463,H8AL07055,10/10/78,11/2/79,10/10/78
ADAM KING FOR CONGRESS,"{2014,2016}",ADAM KING,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00563502,H4CA37078,5/19/14,1/5/16,5/19/14
ANDREW D DAVIS FOR CONGRESS,"{1992,1994}",FRAN DWIGHT,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MI,C00270629,H2MI06034,6/19/92,8/26/94,6/19/92
VIC MEYERS FOR CONGRESS,"{2014,2016}",JAMES E DUVALL,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CO,C00547661,H4CO04074,7/31/13,1/14/15,4/29/14
THE CAMPAIGN TO ELECT WADE JODUN,"{2018,2020}","CUTLER, CHRISTAL L. MS.",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,PA,C00664078,H8PA05212,12/26/17,12/26/17,12/26/17
MARGO FOR CONGRESS,{2018},"CAFFERKY, KEVIN",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,PA,C00671511,H8PA05287,2/27/18,6/21/18,2/27/18
BILLCHOBY.ORG,"{1990,1992,1994,1996,1998,2000,2002}","CHOBY, BILL",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,PA,C00242669,H0PA12074,3/14/90,1/3/03,9/10/02
ALISON FOR VIRGINIA,"{2018,2020}","STEPHAN, AMY",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,VA,C00647024,H8VA10122,6/5/17,4/18/19,6/5/17
ANDREWS FOR CONGRESS,"{1990,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}","FERDINAND, ROBYN MS.",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NJ,C00243428,H0NJ01066,4/6/90,4/15/19,3/27/12
WOMACK FOR CONGRESS COMMITTEE,"{2010,2012,2014,2016,2018,2020}","ELDREDGE, MICHAEL C",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,AR,C00477745,H0AR03055,3/5/10,4/11/19,10/17/18
EARL JONES FOR CONGRESS COMMITTEE,"{1992,1994,1996,1998}",EARL JONES,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NC,C00266577,H2NC12054,4/23/92,9/11/97,11/6/92
CLEM MUNNO FOR CONGRESS COMMITTEE,{2012},CLEMENT F MUNNO,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NC,C00510586,H2NC02162,1/26/12,10/1/12,1/26/12
NITA HARMON SMITH FOR U S HOUSE OF REP,"{1982,1984}",,H,House,T,P,Principal campaign committee,,,,,TX,C00165399,H2TX03084,2/3/83,2/3/83,
CITIZENS FOR EVELYN,{2020},"KILGORE, PAUL",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,IL,C00703488,H0IL06052,4/22/19,4/22/19,4/22/19
MAJOR OWENS FOR CONGRESS COMMITTEE - '82,"{1982,1984,1986,1988,1990,1992,1994,1996,1998,2000,2002,2004}",WILMA CARTHAN,H,House,A,A,Authorized by a candidate,,,DEM,DEMOCRATIC PARTY,NY,C00156539,H2NY12023,5/21/82,7/13/04,1/20/84
ABROMS FOR CONGRESS,{2018},"ABROMS, DAVID",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,GA,C00633198,H8GA06302,2/15/17,11/28/17,2/15/17
COLEMAN YOUNG FOR CONGRESS,"{2018,2020}","LEE, MARY A MS",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MI,C00665869,H8MI13318,1/12/18,2/12/19,1/12/18
WILLIAM L HOLTON FOR CONGRESS,"{1992,1994,1996}",DIRK FAST,H,House,A,P,Principal campaign committee,,,,,AK,C00270132,H2AK00051,6/8/92,6/8/92,6/8/92
TUCKER FOR CONGRESS,"{2014,2016}",EDWIN ANTHONY STREMEL,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,KS,C00564443,H4KS02131,6/2/14,7/12/16,6/2/14
NEW ENERGY VICTORY FUND,{2018},"FIELDING, AARON J",H,House,T,J,Joint fundraising committee,,,,,CA,C00683045,,7/17/18,10/25/18,9/21/18
ANDY SCHMOOKLER FOR CONGRESS,"{2012,2014}",DEAN RICHARD GULLIXSON,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,VA,C00498410,H2VA06180,7/1/11,5/30/13,9/19/11
COMMITTEE TO ELECT CLINT TRIBBLE,"{2016,2018}","TRIBBLE, JUSTIN CLINT",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TN,C00612366,H6TN01503,3/18/16,2/6/17,1/26/17
GEORGE ROUCO FOR CONGRESS,"{2016,2018,2020}","MCMICHAEL, COLLIN",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NC,C00583369,H6NC09176,8/5/15,4/11/19,2/2/17
CAMPAIGN TO ELECT BILL WILLIAMS,{2002},THERESA L BOERM,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,AR,C00368076,H2AR03184,7/30/01,3/19/02,7/30/01
JEFF TURNER FOR CONGRESS COMMITTEE,"{1988,1990}",JEFF TURNER,H,House,T,P,Principal campaign committee,,,,,IN,C00234997,H8IN04074,12/27/88,1/19/90,12/19/89
CTE AMANDA LE'ANNE BRUNZELL FOR CONGRESS,{2020},"BRUNZELL, AMANDA LEANNE",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MI,C00701037,H0MI03258,4/2/19,4/2/19,4/2/19
RON LEWIS FOR CONGRESS,"{1996,1998,2000,2002,2004,2006,2008,2010}","LOGSDON, JUDY",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,KY,C00304527,H4KY02030,4/19/95,12/17/09,12/14/08
"BILL POLITO FOR CONGRESS COMMITTEE ""94""",{1994},PRESTON L. VADEN,H,House,T,P,Principal campaign committee,,,,,NY,C00298745,H2NY28086,6/10/94,1/31/95,6/10/94
YOUNG FOR CONGRESS,"{1992,1994,1996,1998}",THOMAS W SMITH,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,RI,C00275370,H0RI02113,8/31/92,9/11/97,8/31/92
ANTHONY GEMMA FOR CONGRESS,"{2010,2012}","D'AMBRA, JENNIFER",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,RI,C00484329,H0RI01107,6/3/10,10/24/12,6/14/12
COMMITTEE TO ELECT MIKE SCUPIN,{2016},HENRY G SULLIVAN III,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,GA,C00609149,H6GA09235,2/16/16,7/26/16,3/7/16
C BETTE WIMBISH CAMPAIGN COMMITTEE,"{1988,1990}",TERRENCE A GOURDINE,H,House,T,P,Principal campaign committee,,,,,FL,C00229732,H8FL08037,7/11/88,1/24/90,8/24/88
SPINGLER FOR CONGRESS CAMPAIGN COMMITTEE,"{1986,1988,1990,1992,1994,1996}",WILLIAM A SPINGLER,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,PA,C00194936,H6PA07063,4/12/85,8/24/95,6/11/90
FRED DECHOW FOR CONGRESS COMMITTEE,{1980},FREDRICK J DECHOW,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MI,C00135301,H0MI10055,9/8/80,1/31/81,9/8/80
COMMITTEE TO ELECT STEPHEN SMITH FOR CONGRESS,"{2010,2012,2014,2016}",DREW SKELLY ,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00478859,H0CA31111,3/22/10,7/29/15,8/15/12
GENE CHRISTENSEN FOR CONGRESS,"{2008,2010,2012,2014,2016}",GENE CHRISTENSEN,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TX,C00435438,H4TX04062,5/30/07,11/12/15,12/26/07
PAUL MCCARTHY COMMITTEE,"{1988,1990,1992,1994,1996,1998}",JOHN F MCCARTHY JR,H,House,A,A,Authorized by a candidate,,,REP,REPUBLICAN PARTY,MA,C00220426,H8MA06067,12/28/87,7/17/97,10/24/88
BILL JORDAN FOR CONGRESS,"{1994,1996,1998,2000}",WILLIAM FRANKLIN JORDAN,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MS,C00287086,H4MS02142,1/6/94,1/24/00,9/11/97
SALOMON FOR CONGRESS '92,"{1992,1994,1996,1998}",PAUL MORGAN FREDRIX,H,House,A,P,Principal campaign committee,,,,,CA,C00254235,H8CA23046,9/16/91,7/15/97,9/16/91
ROSE THORMAN FOR CONGRESS COMMITTEE,{1984},DR ARMAND B WEISS,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,VA,C00175158,H2VA10034,1/16/84,4/27/84,1/16/84
STRATTON FOR CONGRESS CAMPAIGN COMMITTEE,"{1976,1978,1980,1982,1984,1986,1988,1990}",ERWIN SHAPIRO,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NY,C00001644,H6NY28012,7/6/76,3/22/90,5/14/87
D G MARTIN FOR CONGRESS,"{1984,1986,1988,1990,1992,1994,1996}",JAMES R HUNTER III,H,House,A,A,Authorized by a candidate,,,,,NC,C00171710,H4NC09049,10/26/83,2/3/95,1/30/88
JIM WIGGINS FOR CONGRESS,"{1996,1998,2000}",H E HARDIN,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,GA,C00318873,H6GA08112,5/29/96,9/22/00,5/29/96
HULL FOR CONGRESS,"{1996,1998}",JOYCE K NORDHAUS,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IL,C00322404,H6IL08063,8/30/96,12/5/97,8/30/96
COLIN BOYLE FOR CONGRESS,"{2006,2008,2010,2012,2014,2016,2018}",RYAN DAVID BEGGY,H,House,A,P,Principal campaign committee,,,IND,INDEPENDENT,FL,C00418756,H6FL13163,1/7/06,4/26/18,1/7/06
GINA CERILLI FOR CONGRESS COMMITTEE,{2018},"WENTZEL, CAROL",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,PA,C00658104,H8PA18207,10/16/17,2/2/18,10/16/17
CARDINO '88,"{1988,1990,1992}",JOSEPH B GAGLIARDO,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NY,C00230151,H8NY02039,7/15/88,3/13/92,9/30/88
DAVIS FOR CONGRESS,"{1988,1990,1992}",PHILLIP R. DAVIS,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MS,C00220954,H8MS04230,1/11/88,4/10/92,6/2/88
MARK ROSEN FOR CONGRESS,"{2010,2012}",LAURA SCHWARTZ,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NY,C00479303,H0NY18164,3/23/10,4/24/12,4/6/10
WALKER FOR CONGRESS COMMITTEE,"{1976,1978,1980,1982,1984,1986,1988,1990,1992,1994,1996,1998}",HUGH COFFMAN,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,PA,C00026914,H6PA16098,10/7/76,6/13/97,9/28/95
DEMPSEY CAMPAIGN COMMITTEE,{1984},JOHN J WHITE,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00182675,H8CA33045,4/23/84,4/23/84,4/23/84
FRIENDS OF ROGER WICKER 1998,"{1996,1998,2000}",JOHN P NAIL,H,House,T,A,Authorized by a candidate,,,,,MS,C00325399,H4MS01078,12/19/96,9/3/99,12/19/96
RUSSO FOR CONGRESS,"{2002,2004}",JOSEPH P KELLY,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NJ,C00370544,H2NJ05188,12/11/01,8/10/04,1/28/02
STORM JENKINS FOR CONGRESS,"{1996,1998}",DAVID M SLOSBERG,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00304568,H6CA12126,7/25/95,9/11/97,3/14/96
EHAB ATALLA FOR CONGRESS,{2014},"MIRANDA, YOLANDA",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00555839,H4CA46103,1/27/14,9/29/14,4/18/14
COMMITTEE TO ELECT LARRY NELSON FOR CONGRESS IN C D 6,"{2000,2002}",ALICE M KOOB,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,AZ,C00360586,H0AZ06027,8/3/00,6/18/02,8/7/00
COMMITTEE TO ELECT MCDONALD FOR CONGRESS 82,"{1982,1984,1986,1988,1990,1992,1994,1996}",GEORGE T MCDONALD,H,House,A,A,Authorized by a candidate,,,,,NY,C00145672,H0NY18024,10/6/81,5/15/96,8/1/83
VINCENT LITTMAN (PCC),"{1998,2000,2002}",PATRICIA HAYNES,H,House,T,P,Principal campaign committee,,,,,GA,C00341008,H6GA11025,10/13/98,4/26/02,
MORTENSEN FOR CONGRESS,{2006},KIMBERLY CAROL PETERSON,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MN,C00414029,H6MN06132,8/15/05,3/21/06,8/15/05
COMMITTEE TO ELECT PAUL W BUCHA,"{1994,1996,1998,2000}",PAUL W BUCHA,H,House,A,P,Principal campaign committee,,,,,NY,C00294090,H4NY19065,5/17/94,7/18/00,4/20/98
WEINSTEIN FOR CONGRESS,"{1984,1986}",RONA L ALLENA,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NJ,C00185728,H4NJ12016,6/4/84,10/17/84,6/4/84
NORM RICE FOR CONGRESS COMMITTEE,"{1988,1990,1992,1994,1996}",ANDREW BRANCH,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,WA,C00220137,H8WA07116,12/23/87,5/15/96,8/22/88
FLETCHER FOR CONGRESS,"{2002,2004}","Banks, Kerry",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,LA,C00364406,H2LA05068,2/2/01,5/4/04,3/17/04
FRIENDS OF DAVID KATAN,{1982},JAY SHUSTERHOFF,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NY,C00162230,H2NY12049,9/23/82,9/23/82,9/23/82
LAURA KELLY FOR CONGRESS,{2010},ROBERT F HALL JR,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,KS,C00468553,H0KS02113,10/14/09,2/18/10,12/22/09
HARRY TEAGUE FOR CONGRESS,"{2008,2010,2012}","PATEL, PATRICIA E.",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NM,C00440735,H8NM02032,10/30/07,5/15/12,4/2/11
2012 JORDAN-LATTA-VICTORY COMMITTEE,{2012},NATALIE BAUR,H,House,T,J,Joint fundraising committee,,,,,OH,C00528091,"H6OH04082,H8OH05036",8/29/12,11/29/12,8/29/12
JANICE ARNOLD-JONES FOR CONGRESS 2018,{2018},"BRUNO, VICTOR S.",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NM,C00649848,H8NM01372,7/10/17,1/29/19,7/10/17
NICOSIA FOR CONGRESS COMMITTEE,"{1978,1980}",GERALDINE SCIANA,H,House,T,P,Principal campaign committee,,,,,NY,C00090704,H6NY01068,3/28/78,3/30/79,4/15/78
MADRID FOR CONGRESS,"{2006,2008,2010}",RITA LONGINO,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NM,C00415885,H8NM01117,10/18/05,4/16/09,4/11/07
FRIENDS OF HAL DAUB,"{1980,1982}",VERNON E DOLLECK,H,House,T,A,Authorized by a candidate,,,REP,REPUBLICAN PARTY,NE,C00113944,H8NE02022,10/1/79,4/7/82,10/1/79
CHRISTIAN FOR CONGRESS FRIENDS OF BILL CHRISTIAN,"{2002,2004,2006,2008,2010,2012,2014}",DAVID B CUTBIRTH,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,DC,C00384065,H4TX19128,12/31/02,1/10/14,12/31/02
BOB HARLOW FOR CONGRESS,"{2016,2018}","HARLOW, BOB",H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00608786,H6CA18115,2/10/16,4/26/18,2/10/16
"LITTON, KULKARNI, STEELE, FLETCHER JOINT FUNDRAISING COMMITTEE","{2018,2020}","VOGEL, TARYN",H,House,T,J,Joint fundraising committee,,,,,VA,C00687160,,9/10/18,1/30/19,9/10/18
