"","committee_name","committee_id","candidate_name","candidate_id","party","state","district","region","incumbent_challenge","hold_flip","win_per","lose_per","delta","total","advertise","poll","research","consulting","fundraise","pay","materials","travel","event","mail","radio","television","newspaper","smedia","website"
"288","JOSH GOTTHEIMER FOR CONGRESS","C00573949","GOTTHEIMER, JOSH","H6NJ05171","DEM","NJ",5,"northeast","I","Dem Hold",56.2,42.5,"13.7",3041452.62,48864.71,55473,35000,229166.72,209714.67,319767.94,NA,14243.73,14535.39,1045.55,NA,NA,NA,NA,444.88
"289","KELLY FOR CONGRESS","C00573980","KELLY, JOHN TRENT TRENT","H6MS01131","REP","MS",1,"south","I","GOP Hold",67,32.3,"34.7",1006311.81,1000,NA,NA,158954.39,184671.63,NA,5696.67,31845.8,61581.17,23753.68,NA,NA,NA,NA,570
"290","ANTHONY BROWN FOR CONGRESS","C00574640","BROWN, ANTHONY","H6MD04209","DEM","MD",4,"south","I","Dem Hold",78.1,19.9,"58.2",539387.15,NA,NA,NA,206086.22,177639.28,7311.92,NA,1627.39,14264.66,201.95,NA,NA,NA,NA,NA
"291","LAHOOD FOR CONGRESS","C00575050","LAHOOD, DARIN MCKAY","H6IL18088","REP","IL",18,"midwest","I","GOP Hold",67.2,32.8,"34.4",1319682.93,4839.77,9910,NA,412041.39,372732.46,945.05,NA,22105.79,142686.92,72007.12,NA,NA,315.45,NA,NA
"292","FRIENDS OF RAJA FOR CONGRESS","C00575092","KRISHNAMOORTHI, S. RAJA","H6IL08147","DEM","IL",8,"midwest","I","Dem Hold",66,34,"32",2234614.31,52250,NA,34400,267819.33,66785.51,405192.32,1007.98,27354.19,51037.25,6865.39,NA,NA,NA,NA,3725
"293","JAMIE RASKIN FOR CONGRESS","C00575126","RASKIN, JAMIE","H6MD08457","DEM","MD",8,"south","I","Dem Hold",68.2,30.3,"37.9",861843.26,24,NA,NA,95509.25,87238.59,137614.06,NA,17748.54,30470.4,2183.78,NA,NA,NA,NA,12224.87
"294","DON BACON FOR CONGRESS","C00575167","BACON, DONALD J","H6NE02125","REP","NE",2,"midwest","I","GOP Hold",51,49,"2",2697022.22,1081214.5,37344.82,4165.8,417726.55,329506.33,386950.59,NA,35936.45,19871.67,22969.21,9990,117000,4675,NA,10456
"295","ANGIE CRAIG FOR CONGRESS","C00575209","CRAIG, ANGELA DAWN","H6MN02131","DEM","MN",2,"midwest","I","Dem Pickup",52.8,47.2,"5.6",6021218.43,2160,117246.63,NA,243857.39,62274.33,914879.87,NA,26249.23,12002.8,136693.88,NA,NA,NA,NA,9885.47
"296","SALUD CARBAJAL FOR CONGRESS","C00576041","CARBAJAL, SALUD O.","H6CA24303","DEM","CA",24,"west","I","Dem Hold",58.6,41.4,"17.2",2258982.44,640860.29,NA,86700,712496.44,485226.97,NA,NA,5427.22,70859.26,31006.49,NA,605693,NA,NA,10000
"297","KANSANS FOR MARSHALL","C00576173","MARSHALL, ROGER W","H6KS01179","REP","KS",1,"midwest","I","GOP Hold",68.4,31.6,"36.8",897619.3,99403.98,7000,NA,222981.28,203417.41,28.51,NA,43725.97,7588.31,6300.46,32030,NA,2111.96,NA,4279
"298","BARRAGAN FOR CONGRESS","C00577353","BARRAGAN, NANETTE","H6CA44103","DEM","CA",44,"west","I","Dem Hold",68.3,31.7,"36.6",978770.05,8354.48,18810,6790,260812.09,125643.55,8331.89,NA,16693.36,1321.95,358383.27,NA,NA,NA,NA,NA
"299","JIM BANKS FOR CONGRESS, INC.","C00577999","BANKS, JAMES E HON.","H6IN03229","REP","IN",3,"midwest","I","GOP Hold",64.7,35.3,"29.4",1273445.93,469970.65,48500,NA,193226.79,107122.54,61613.36,NA,144.06,6079.64,65178.29,NA,NA,NA,NA,450
"300","LOU CORREA FOR CONGRESS","C00578302","CORREA, LOU","H6CA46116","DEM","CA",46,"west","I","Dem Hold",69.1,30.9,"38.2",672662.79,8620,NA,NA,6167.5,150419.72,8993.05,NA,657.02,13273.8,140388.38,7000,NA,1620,NA,216
"301","KEEP AL GREEN IN CONGRESS","C00578567","GREEN, ALEXANDER","H4TX09095","DEM","TX",9,"south","I","Dem Hold",89.1,NA,"89.1",609349.01,168901.25,NA,NA,139227.06,174138.53,3863.88,NA,2437.12,2771.04,9782.09,NA,NA,NA,NA,655.47
"302","BRIAN MAST FOR CONGRESS","C00579896","MAST, BRIAN","H6FL18097","REP","FL",18,"south","I","GOP Hold",54.3,45.7,"8.6",137826.56,NA,NA,NA,55534.58,45534.58,NA,NA,NA,NA,5956.18,NA,NA,NA,NA,2119
"303","DARREN SOTO FOR CONGRESS","C00581074","SOTO, DARREN","H6FL09179","DEM","FL",9,"south","I","Dem Hold",58,42,"16",1526009.85,48877.89,29000,NA,543258.45,184199.56,15207.57,NA,27904.74,28630.14,143927.57,1500,NA,NA,NA,28053
"304","FRIENDS OF PAUL MITCHELL","C00581090","MITCHELL, PAUL III","H4MI04118","REP","MI",10,"midwest","I","GOP Hold",60.3,35,"25.3",707045.72,181436.98,41500,NA,68773.65,79334.31,1833.95,NA,NA,10161.9,NA,NA,NA,NA,NA,2875.31
"305","FRIENDS OF NEAL DUNN","C00582304","DUNN, NEAL PATRICK MD, FACS","H6FL02208","REP","FL",2,"south","I","GOP Hold",67.4,32.6,"34.8",1076347.39,NA,NA,17600,498339.17,184152.35,NA,NA,68027.76,NA,42824.18,NA,NA,NA,NA,NA
"306","TOM O'HALLERAN FOR CONGRESS","C00582890","O'HALLERAN, TOM","H6AZ01199","DEM","AZ",1,"west","I","Dem Hold",53.8,46.2,"7.6",3167494.68,43640.13,46650,55695,255517.41,113334.53,713658.77,NA,28272.01,32617.68,30660.83,11012.65,10053.65,NA,NA,NA
"307","TEXANS FOR JODEY ARRINGTON","C00588657","ARRINGTON, JODEY COOK","H6TX19099","REP","TX",19,"south","I","GOP Hold",75.2,24.8,"50.4",1203574.36,64123.93,NA,NA,239339.07,193758.69,NA,535.9,6212.7,57337.11,9456.99,NA,NA,NA,NA,667.02
"308","COMER FOR CONGRESS","C00588764","COMER, JAMES","H6KY01110","REP","KY",1,"south","I","GOP Hold",68.6,31.4,"37.2",634936.07,NA,20000,NA,110477.96,73418.47,NA,NA,11096.76,34726.25,81395.4,NA,NA,NA,NA,NA
"309","CHARLIE CRIST FOR CONGRESS","C00590067","CRIST, CHARLIE JOSEPH","H6FL13205","DEM","FL",13,"south","I","Dem Hold",57.6,42.4,"15.2",2084395.08,3810,27900,NA,263343.19,160184.84,424556.41,NA,119983.31,39609.61,78392.78,NA,NA,570,NA,NA
"310","TREY FOR CONGRESS","C00590463","HOLLINGSWORTH, TREY","H6IN09176","REP","IN",9,"midwest","I","GOP Hold",56.5,43.5,"13",1538576.86,11791.01,20500,NA,185932.96,236412.52,105753.21,940.1,610.38,21733.11,1415.7,NA,NA,NA,NA,498
"311","VAL DEMINGS FOR CONGRESS","C00590489","DEMINGS, VALDEZ VAL","H2FL08063","DEM","FL",10,"south","I","Dem Hold",100,0,"100",838954,NA,NA,NA,198603.17,172962.39,82138.18,NA,9335.38,18368.11,10903.17,NA,NA,NA,NA,15613.8
"312","LISA BLUNT ROCHESTER FOR CONGRESS","C00590778","BLUNT ROCHESTER, LISA","H6DE00206","DEM","DE",0,"south","I","Dem Hold",64.5,35.5,"29",1240108.06,10451.28,NA,24800,251507.82,117777.32,196824.89,3961.66,18043.28,101228.68,159619.59,NA,300,NA,NA,750
"313","DWIGHT EVANS FOR CONGRESS","C00591065","EVANS, DWIGHT","H6PA02171","DEM","PA",3,"northeast","I","Dem Hold",93.4,6.6,"86.8",1507079.39,32979.09,3500,NA,67940.04,60012.75,817554.57,NA,14431.42,107875.39,144623.21,5818.8,NA,NA,NA,NA
"314","JIMMY PANETTA FOR CONGRESS","C00592154","PANETTA, JIMMY","H6CA20152","DEM","CA",20,"west","I","Dem Hold",81.4,18.6,"62.8",761111.93,2213.85,NA,NA,237136.82,168890.84,605.6,NA,1425.2,23817.43,3188.27,225,NA,NA,NA,9703.59
"315","VICENTE GONZALEZ FOR CONGRESS","C00592659","GONZALEZ, VICENTE","H6TX15162","DEM","TX",15,"south","I","Dem Hold",59.7,38.8,"20.9",583111.5,14812,NA,NA,78333.96,77519.69,3960,NA,24962.08,24649.01,244.05,NA,NA,NA,2599,1299
"316","ESPAILLAT FOR CONGRESS 2016","C00593525","ESPAILLAT, ADRIANO","H2NY13096","DEM","NY",13,"northeast","I","Dem Hold",94.6,5.4,"89.2",106729.38,14270,NA,NA,46665.5,33684.71,72.55,NA,1266.61,4741.35,NA,NA,6885,500,NA,980.39
"317","SMUCKER FOR CONGRESS","C00599464","SMUCKER, LLOYD K.","H6PA16320","REP","PA",11,"northeast","I","GOP Hold",59,41,"18",1864570.78,6987.14,12045,NA,320778.15,200344.33,NA,NA,1242.89,30300.45,63919.38,NA,NA,NA,NA,1630.59
"318","DAVIDSON FOR CONGRESS","C00600718","DAVIDSON, WARREN","H6OH08315","REP","OH",8,"midwest","I","GOP Hold",66.6,33.4,"33.2",658123.64,8027.33,23000,NA,182622.48,106233.78,NA,NA,762,3318,52856.39,NA,NA,NA,NA,NA
"319","PRAMILA FOR CONGRESS","C00605592","JAYAPAL, PRAMILA","H6WA07458","DEM","WA",7,"west","I","Dem Hold",83.6,16.4,"67.2",2021417.55,306318.24,NA,50324.4,185979.62,120295.42,442420.22,NA,110693.85,78795.85,3373.94,NA,76559.04,NA,NA,10153.7
"320","SUOZZI FOR CONGRESS","C00607200","SUOZZI, THOMAS","H6NY03247","DEM","NY",3,"northeast","I","Dem Hold",59,41,"18",1658853.12,2890.86,1200.64,53437.9,525279.58,64195,354808.83,42360.45,22296.73,85707.83,18656.71,NA,NA,600,NA,5370.13
"321","BRIAN FITZPATRICK FOR CONGRESS","C00607416","FITZPATRICK, BRIAN","H6PA08277","REP","PA",1,"northeast","I","GOP Hold",51.3,48.7,"2.6",4126660.61,1778992.25,75000,NA,505777.58,255293.78,321794.96,NA,5639.19,4415.97,82790.99,NA,NA,NA,NA,1591.1
"322","LIZ CHENEY FOR WYOMING","C00607556","CHENEY, ELIZABETH MRS.","H6WY00159","REP","WY",0,"west","I","GOP Hold",63.7,29.8,"33.9",829545.73,76220.21,1500,113580,381993.23,119724.59,NA,NA,NA,15742.53,55331.32,30264,2094.75,NA,NA,27729.35
"323","DREW FERGUSON FOR CONGRESS INC.","C00607838","FERGUSON, ANDERSON DREW IV","H6GA03113","REP","GA",3,"south","I","GOP Hold",65.5,34.5,"31",1300540.63,29020.56,27312,NA,502371.76,329924.26,1250,NA,27087.75,94030.68,142787.3,NA,NA,NA,NA,NA
"324","MIKE JOHNSON FOR LOUISIANA","C00608695","JOHNSON, JAMES MICHAEL","H6LA04138","REP","LA",4,"south","I","GOP Hold",64.2,33.6,"30.6",986290.91,198279.34,NA,NA,210068.71,303006.41,18569.45,NA,44192.61,6745,24658.34,20210,178069.34,NA,NA,6214
"325","MIKE GALLAGHER FOR WISCONSIN","C00610212","GALLAGHER, MICHAEL JOHN","H6WI08155","REP","WI",8,"midwest","I","GOP Hold",63.7,36.3,"27.4",2361758.68,132530.12,62500,NA,555716.05,484987.2,643.48,NA,12812.02,100067.71,10440.69,NA,NA,NA,NA,372.59
"326","BIGGS FOR CONGRESS","C00610451","BIGGS, ANDY MR.","H6AZ05083","REP","AZ",5,"west","I","GOP Hold",59.4,40.6,"18.8",645997.46,1640,8978,NA,105787.43,142414.32,NA,NA,2848.19,58355.83,NA,NA,NA,NA,NA,15910.52
"327","MCEACHIN FOR CONGRESS","C00610964","MCEACHIN, ASTON DONALD","H6VA04061","DEM","VA",4,"south","I","Dem Hold",62.6,36,"26.6",992993.17,4780,NA,29500,239788.22,92052.32,145920.91,70821.88,9733.39,32937.11,215.9,NA,NA,NA,NA,890
"328","FRIENDS OF MATT GAETZ","C00612432","GAETZ, MATT","H6FL01119","REP","FL",1,"south","I","GOP Hold",67.1,32.9,"34.2",1413829.34,188615.42,34208.94,NA,226811.27,121223.13,67150.13,NA,35.35,3005.38,240035.52,NA,NA,NA,45151.51,594.64
"329","BERGMANFORCONGRESS","C00614214","BERGMAN, JOHN","H6MI01226","REP","MI",1,"midwest","I","GOP Hold",56.3,43.7,"12.6",1483060.91,92607.51,18895,2600,256981.07,106338.86,NA,NA,9916.84,40910.44,41459.7,28060,434.75,647.9,NA,336.17
"330","TED BUDD FOR CONGRESS","C00614776","BUDD, THEODORE P.","H6NC13129","REP","NC",13,"south","I","GOP Hold",51.6,45.5,"6.1",2376012.8,1134634.27,NA,12569.04,82614.15,187838.93,33722.19,NA,NA,10159.08,71330.87,NA,NA,NA,13378.77,NA
"331","KUSTOFF FOR CONGRESS","C00614826","KUSTOFF, DAVID","H2TN07103","REP","TN",8,"south","I","GOP Hold",67.7,30.1,"37.6",1827055.9,966539.13,96250,5000,159131.07,203315.34,240,NA,1834.73,6133.91,60665.96,NA,NA,NA,NA,5000
"332","CITIZENS FOR JOHN RUTHERFORD","C00615294","RUTHERFORD, JOHN","H6FL04105","REP","FL",4,"south","I","GOP Hold",65.2,32.4,"32.8",521288.91,NA,NA,NA,234289.81,144719.03,NA,NA,1813.85,16828.15,6750,NA,NA,NA,NA,NA
"333","CAPTAIN HIGGINS FOR CONGRESS","C00617662","HIGGINS, CLAY CAPTAIN","H6LA03148","REP","LA",3,"south","I","GOP Hold",55.7,17.8,"37.9",984117.79,102034.17,29000,NA,202323.44,191423.96,38250,NA,19883.99,69548.95,31530.86,NA,NA,NA,500,3311.4
"334","ROONEY FOR CONGRESS","C00618223","ROONEY, FRANCIS","H6FL19087","REP","FL",19,"south","I","GOP Hold",62.3,37.7,"24.6",933136.59,113408.84,NA,NA,150609.74,56829,NA,NA,NA,575.58,257323.88,NA,NA,NA,NA,1026.2
"335","STEPHANIE MURPHY FOR CONGRESS","C00620443","MURPHY, STEPHANIE","H6FL07140","DEM","FL",7,"south","I","Dem Hold",57.7,42.3,"15.4",3331214.79,1459.98,NA,159072.15,2117237.49,103182,435181.71,5724.57,27720.9,111813.51,94725.34,NA,NA,NA,435,NA
"336","FRIENDS OF DUSTY JOHNSON","C00628917","JOHNSON, DUSTY","H8SD01055","REP","SD",0,"midwest","I","GOP Hold",60.3,36,"24.3",1724442.11,1376938.22,600,6000,321391.17,12650.1,NA,57274.1,17189.54,21162.07,63744.99,88988.33,785448.71,NA,NA,NA
"337","JIMMY GOMEZ FOR CONGRESS","C00629659","GOMEZ, JIMMY","H8CA34266","DEM","CA",34,"west","I","Dem Hold",72.5,27.5,"45",1552338.63,53041.97,26645.84,NA,330514.27,137480.52,NA,NA,52.98,8814.42,311217.86,NA,NA,1567.5,NA,5750
"338","ALEX MOONEY FOR CONGRESS","C00629949","MOONEY, ALEXANDER XAVIER","H4WV02080","REP","WV",2,"south","I","GOP Hold",54,42.9,"11.1",1205937.13,NA,NA,28000,168420.67,NA,53366.4,NA,59641.97,25,137899.32,NA,NA,NA,NA,NA
"339","GREG FOR MONTANA","C00631945","GIANFORTE, GREG","H8MT01182","REP","MT",0,"west","I","GOP Hold",50.9,46.2,"4.7",9931690.42,10740464.08,68800,246925,455336.83,395994.03,181717.07,NA,20160.71,146833.91,476007.05,2048976.12,5149186.22,13140,57397.23,NA
"340","RON ESTES FOR CONGRESS","C00632067","ESTES, RON","H8KS04112","REP","KS",4,"midwest","I","GOP Hold",59.8,40.2,"19.6",1759274.56,774427.13,48959.24,NA,202523.62,197745.91,59173.41,2032.87,30791.29,45618.24,203965.1,207490.57,275569.77,1973.2,NA,1800
"341","MAST FOR CONGRESS","C00632257","MAST, BRIAN","H6FL18097","REP","FL",18,"south","I","GOP Hold",54.3,45.7,"8.6",5945472.35,2867.66,52000,55000,981288.22,386145.72,NA,NA,20700.47,78876.13,73968.83,NA,NA,NA,NA,NA
"342","RALPH NORMAN FOR CONGRESS","C00633610","NORMAN, RALPH W. JR.","H8SC05158","REP","SC",5,"south","I","GOP Hold",57.1,41.5,"15.6",2075820.21,20131.72,NA,17685,588928.52,67600.8,NA,NA,2188.06,85250.99,241432,407.57,NA,NA,NA,8000
"343","DELGADO FOR CONGRESS","C00633859","DELGADO, ANTONIO","H8NY19181","DEM","NY",19,"northeast","I","Dem Pickup",51.4,46.2,"5.2",9233836.77,NA,175449.02,12500,169976.53,86065.45,652197.18,322,40310.63,20599.56,2639.87,NA,NA,NA,NA,144
"344","HARLEY ROUDA FOR CONGRESS","C00633982","ROUDA, HARLEY E JR","H8CA48035","DEM","CA",48,"west","I","Dem Pickup",53.6,46.4,"7.2",9673978.03,957439.7,29015,49369.37,4854384.51,174986.01,541039.09,42417.73,68517.66,22543.17,41437.92,NA,452898.64,960,8225,6096
"345","KATIE HILL FOR CONGRESS","C00634212","HILL, KATHERINE LAUREN","H8CA25074","DEM","CA",25,"west","I","Dem Pickup",54.4,45.6,"8.8",8590030.78,8313261.39,127300,28592,335059.69,98941.1,395610.68,1430.22,8773.82,38069.69,78365.51,2419203.39,5302311.09,NA,5585.25,1345.1
"346","MIKE LEVIN FOR CONGRESS","C00634253","LEVIN, MIKE","H8CA49058","DEM","CA",49,"west","I","Dem Pickup",56.4,43.6,"12.8",5658712.48,4056118.67,101500,42870.49,881750.22,483474.34,292889.54,NA,10923.24,53369.66,457284.21,NA,1772085.11,NA,8294.67,258.28
"347","ESPAILLAT FOR CONGRESS 2018","C00635722","ESPAILLAT, ADRIANO","H2NY13096","DEM","NY",13,"northeast","I","Dem Hold",94.6,5.4,"89.2",460133.25,NA,NA,NA,115000,110177.69,NA,NA,4113.51,11152.4,NA,NA,NA,NA,NA,850.17
"348","HERN FOR CONGRESS","C00636092","HERN, KEVIN R","H8OK01157","REP","OK",1,"south","I","GOP Hold",59.3,40.7,"18.6",2868284.5,690648.45,80788.71,50634.7,96922.81,213649.54,NA,NA,10271.58,7697.54,105925.67,73699.61,583677.6,NA,27058.62,NA
"349","KATIE PORTER FOR CONGRESS","C00636571","PORTER, KATHERINE","H8CA45130","DEM","CA",45,"west","I","Dem Pickup",52.1,47.9,"4.2",7017546.36,8003680.01,159340.6,29712.98,620057.77,113041.93,561543.05,NA,22527.62,24568.09,188109.7,3856075.24,291369.53,NA,3400,41269.97
"350","FINKENAUER FOR CONGRESS","C00637074","FINKENAUER, ABBY","H8IA01094","DEM","IA",1,"midwest","I","Dem Pickup",51,45.9,"5.1",4613076.63,308582.64,124200,82375,78046.67,34738.08,390571.75,NA,80323.37,12660.04,99394.79,2203.64,NA,54,NA,7500
"351","JASON CROW FOR CONGRESS","C00637363","CROW, JASON","H8CO06229","DEM","CO",6,"west","I","Dem Pickup",54.1,42.9,"11.2",5675908.97,11925,241409.67,10825.94,33086.09,14286.81,452316.95,NA,32484.89,40333.41,159930.95,NA,NA,NA,NA,1045
"352","CHRISSY HOULAHAN FOR CONGRESS","C00637371","HOULAHAN, CHRISSY","H8PA06087","DEM","PA",6,"northeast","I","Dem Pickup",58.9,41.1,"17.8",3753088.34,49381.27,62400,33335.62,126202.28,58200,758621.95,15743.5,25843.24,12881.57,75638.55,NA,NA,NA,NA,3586.55
"353","COLIN ALLRED FOR CONGRESS","C00637868","ALLRED, COLIN","H8TX32098","DEM","TX",32,"south","I","Dem Pickup",52.3,45.8,"6.5",6279210.62,7826584.61,90800,18500,402309.76,233247.74,864397.41,NA,46683.91,12057.82,256813.86,NA,3756600.27,NA,NA,168
"354","WEXTON FOR CONGRESS","C00638023","WEXTON, JENNIFER","H8VA10106","DEM","VA",10,"south","I","Dem Pickup",56.2,43.8,"12.4",6357450.35,4524777.9,76000,71871.5,95943.94,15999,633429.26,10187.4,11002.18,43019.85,266838.39,3000,NA,300,NA,NA
"355","HALEY STEVENS FOR CONGRESS","C00638650","STEVENS, HALEY","H8MI11254","DEM","MI",11,"midwest","I","Dem Pickup",51.8,45.2,"6.6",4427136.7,3020995,82971.91,46541.15,261383.81,62368.27,555958.85,3614.86,24088.4,13048.51,24500.4,NA,3002945,NA,NA,1000
"356","DEB HAALAND FOR CONGRESS","C00639054","HAALAND, DEBRA","H8NM01331","DEM","NM",1,"west","I","Dem Hold",59.1,36.3,"22.8",2443599.14,1504688,79350,750,247420.8,84781.57,471041.05,NA,112998.18,14366.61,10123.96,NA,707573.6,NA,NA,214.21
"357","JOSH HARDER FOR CONGRESS","C00639146","HARDER, JOSH","H8CA10126","DEM","CA",10,"west","I","Dem Pickup",52.3,47.7,"4.6",8422932.09,5507147.17,214619.9,28209.39,171469.51,21377.29,474807.67,NA,17980.17,6501.03,307089.95,NA,NA,NA,12165,NA
"358","ALEXANDRIA OCASIO-CORTEZ FOR CONGRESS","C00639591","OCASIO-CORTEZ, ALEXANDRIA","H8NY15148","DEM","NY",14,"northeast","I","Dem Hold",78.2,13.6,"64.6",2098917.89,345591.73,17051.04,450,83559.96,13823.18,588124.27,3430.18,7008.09,14337.62,7.15,25000,NA,NA,3043.03,2565
"359","MIKIE SHERRILL FOR CONGRESS","C00640003","SHERRILL, MIKIE","H8NJ11142","DEM","NJ",11,"northeast","I","Dem Pickup",56.8,42.1,"14.7",8563275.17,4721315.45,NA,63443.14,439378.28,116809.84,1018049.71,NA,19985.93,79590.91,48630.55,NA,NA,NA,91957.36,NA
"360","ELIZABETH PANNILL FLETCHER FOR CONGRESS","C00640045","FLETCHER, ELIZABETH","H8TX07140","DEM","TX",7,"south","I","Dem Pickup",52.5,47.5,"5",6370390.21,4506,50600,201537.97,196632.45,27509.01,654864.7,177364.5,27763.19,8725.55,40805.55,NA,NA,NA,NA,184
"361","MCCREADY FOR CONGRESS","C00641381","MCCREADY, DANIEL","H8NC09123","DEM","NC",9,"south","O",NA,48.8,49.4,"-0.6",6834934.5,8057906.98,209000,28819.98,187456.61,16000,897457.5,NA,93166.75,20901.21,146851.91,NA,3656619,1259.64,NA,NA
"362","CINDY AXNE FOR CONGRESS","C00646844","AXNE, CINDY","H8IA03124","DEM","IA",3,"midwest","I","Dem Pickup",49.3,47.2,"2.1",5221045.59,51250,78006.17,72400,68490.16,13505.97,348914.49,NA,78399.38,565.72,45454.32,250,26000,NA,NA,757.75
"363","CURTIS FOR CONGRESS","C00647339","CURTIS, JOHN","H8UT03238","REP","UT",3,"west","I","GOP Hold",67.5,27.3,"40.2",1459147.65,119312.76,NA,NA,315939.62,133946.54,146000.84,NA,27486.27,27412.49,12930.31,NA,NA,NA,211.45,30356.07
"364","ANDY KIM FOR CONGRESS","C00648220","KIM, ANDY","H8NJ03206","DEM","NJ",3,"northeast","I","Dem Pickup",50,48.7,"1.3",6471338.34,4767537.29,152709.33,7500,200665.25,28755.03,470141.82,2466.78,35697.16,28451.22,73242.83,NA,NA,NA,NA,6000
"365","JOE NEGUSE FOR CONGRESS","C00648253","NEGUSE, JOSEPH","H8CO02160","DEM","CO",2,"west","I","Dem Hold",60.3,33.6,"26.7",1169190.61,NA,NA,26000,176066.82,32.5,281539.96,NA,8491.84,12323.78,5391.79,NA,NA,NA,66207.4,40187.12
"366","RUSS FULCHER FOR IDAHO","C00648295","FULCHER, RUSS","H8ID01124","REP","ID",1,"west","I","GOP Hold",62.7,30.8,"31.9",895948.3,425813.71,3075,NA,95234.71,40265.88,224397.5,NA,12954.12,29619.57,53314.59,NA,220544,NA,NA,9120.53
"367","CASTEN FOR CONGRESS","C00648493","CASTEN, SEAN","H8IL06139","DEM","IL",6,"midwest","C","Dem Pickup",53.6,46.4,"7.2",6766819.54,657458.87,194641.41,7489.3,408186,149796.82,248167.51,NA,19876.02,52768.96,119614.16,NA,250000,NA,3937.53,2868.38
"368","BRINDISI FOR CONGRESS","C00648725","BRINDISI, ANTHONY","H8NY22151","DEM","NY",22,"northeast","I","Dem Pickup",50.9,49.1,"1.8",4849468.31,473857.2,NA,190039.57,319961.15,43226.36,527191.3,26135.25,33718.76,49969.02,6685.74,NA,NA,NA,NA,6500
"369","KENDRA HORN FOR CONGRESS","C00648915","HORN, KENDRA","H8OK05109","DEM","OK",5,"south","I","Dem Pickup",50.7,49.3,"1.4",1348648.15,8931.68,2250,9562.12,107668.69,23074.27,368919.73,NA,4887.32,11805.04,2168.78,NA,NA,NA,6500,1500
"370","TJ COX FOR CONGRESS","C00648956","COX, TERRANCE JOHN (TJ)","H8CA10167","DEM","CA",21,"west","I","Dem Pickup",50.4,49.6,"0.8",2932086.17,11267.73,NA,25572,48767.06,44064.74,385607.81,NA,48910.68,2855.9,3460.81,NA,NA,NA,NA,6000
"371","SPANBERGER FOR CONGRESS","C00649913","SPANBERGER, ABIGAIL","H8VA07094","DEM","VA",7,"south","I","Dem Pickup",50.4,48.4,"2",7671460.75,7251910.87,241759.69,2000,74210.84,35023.6,816849.31,NA,22875,54143.22,127430.48,120000,3058941.5,NA,NA,2700.73
"372","ELISSA SLOTKIN FOR CONGRESS","C00650150","SLOTKIN, ELISSA","H8MI08102","DEM","MI",8,"midwest","I","Dem Pickup",50.6,46.8,"3.8",7749297.4,2100,175700.5,12540.5,36365.49,2764.42,787486.24,11794.79,49420.62,59786.55,124668.14,NA,NA,NA,NA,900
"373","JOE CUNNINGHAM FOR CONGRESS","C00650507","CUNNINGHAM, JOE","H8SC01116","DEM","SC",1,"south","I","Dem Pickup",50.7,49.3,"1.4",2526600.88,1494437.71,NA,63082.8,500377.95,56730.49,286675.48,30407.81,10961.36,17589.56,5654.59,85750,6000,NA,NA,743.57
"374","CISNEROS FOR CONGRESS","C00650648","CISNEROS, GILBERT","H8CA39174","DEM","CA",39,"west","I","Dem Pickup",51.6,48.4,"3.2",20938999.55,6682827.53,386000,136771.95,1185558.7,40834,494118.18,NA,43925.75,26216.6,1535393.16,NA,NA,NA,NA,NA
"375","PETE STAUBER FOR CONGRESS","C00650697","STAUBER, PETER ALLEN","H8MN08043","REP","MN",8,"midwest","I","GOP Pickup",50.7,45.2,"5.5",1915040.31,9351.51,37013,NA,166462.43,153930,108883.82,NA,2239.46,4010,134977.74,NA,NA,NA,NA,11377.63
"376","KIRKPATRICK FOR CONGRESS","C00651042","KIRKPATRICK, ANN","H8AZ01104","DEM","AZ",2,"west","I","Dem Pickup",54.7,45.3,"9.4",4693189.45,4332583.2,184500,12500,433401.94,103492.95,611796.25,NA,96209.9,22436.29,166120.51,78727,2111880.7,NA,NA,NA
"377","DEBBIE FOR CONGRESS","C00652065","MUCARSEL-POWELL, DEBBIE","H8FL26039","DEM","FL",26,"south","I","Dem Pickup",50.9,49.1,"1.8",4881890.36,61088.74,80200,24938.89,144681.05,50981.73,594006.64,NA,44776.18,8103.76,40878.1,NA,54088.74,NA,NA,9153.29
"378","BURCHETT FOR CONGRESS","C00652149","BURCHETT, TIM","H8TN02119","REP","TN",2,"south","I","GOP Hold",65.9,33.1,"32.8",946616.92,262812.51,NA,5025,202877.59,131959.35,NA,NA,5159.68,3789.99,172654.5,1500,255263,2693.51,NA,17797.49
"379","MAX ROSE FOR CONGRESS","C00652248","ROSE, MAX","H8NY11113","DEM","NY",11,"northeast","I","Dem Pickup",53,46.6,"6.4",4440564.66,224230.28,94911.2,345260.36,84764.79,743.07,397097.1,NA,25901.75,57524.87,2294.22,NA,60540.8,NA,NA,3545.27
"380","DR KIM SCHRIER FOR CONGRESS","C00652628","SCHRIER, KIM DR.","H8WA08189","DEM","WA",8,"west","I","Dem Pickup",52.4,47.6,"4.8",8197468.53,11110779.75,NA,273935.71,183992.79,166654.33,526871.46,18743.9,23036.54,14681.23,292839.63,NA,5304926.03,NA,17325,24864.97
"381","LAUREN UNDERWOOD FOR CONGRESS","C00652719","UNDERWOOD, LAUREN A","H8IL14174","DEM","IL",14,"midwest","I","Dem Pickup",52.5,47.5,"5",5285220.61,5347557.35,108637.11,6400,311155.07,29788.71,802306.75,NA,52040.66,41672.79,35317.94,1680,2498871,NA,NA,3826.8
