"","committee_name","committee_id","candidate_name","candidate_id","party","state","district","region","incumbent_challenge","hold_flip","win_per","lose_per","delta","total","advertise","poll","research","consulting","fundraise","pay","materials","travel","event","mail","radio","television","newspaper","smedia","website","per_advertise","per_poll","per_research","per_consulting","per_fundraise","per_pay","per_materials","per_travel","per_event","per_mail","per_radio","per_television","per_newspaper","per_smedia","per_website"
"334","ROONEY FOR CONGRESS","C00618223","ROONEY, FRANCIS","H6FL19087","REP","FL",19,"south","I","GOP Hold",62.3,37.7,"24.6",933136.59,113408.84,NA,NA,150609.74,56829,NA,NA,NA,575.58,257323.88,NA,NA,NA,NA,1026.2,0.121535090591614,NA,NA,0.16140160145258,0.0609010520099742,NA,NA,NA,0.000616822881203276,0.275762286848059,NA,NA,NA,NA,0.00109973181953995
"335","STEPHANIE MURPHY FOR CONGRESS","C00620443","MURPHY, STEPHANIE","H6FL07140","DEM","FL",7,"south","I","Dem Hold",57.7,42.3,"15.4",3331214.79,1459.98,NA,159072.15,2117237.49,103182,435181.71,5724.57,27720.9,111813.51,94725.34,NA,NA,NA,435,NA,0.000438272549816579,NA,0.0477519944008174,0.635575195077709,0.0309742861102031,0.130637541387717,0.00171846319162146,0.00832155887492322,0.0335653859173698,0.0284356746626956,NA,NA,NA,0.000130582993719237,NA
"336","FRIENDS OF DUSTY JOHNSON","C00628917","JOHNSON, DUSTY","H8SD01055","REP","SD",0,"midwest","I","GOP Hold",60.3,36,"24.3",1724442.11,1376938.22,600,6000,321391.17,12650.1,NA,57274.1,17189.54,21162.07,63744.99,88988.33,785448.71,NA,NA,NA,0.798483296142658,0.000347938615347314,0.00347938615347314,0.186373997791088,0.00733576379667509,NA,0.0332131184154393,0.0099681745767621,0.0122718355561382,0.0369655725932139,0.051604127203783,0.455479894306223,NA,NA,NA
"337","JIMMY GOMEZ FOR CONGRESS","C00629659","GOMEZ, JIMMY","H8CA34266","DEM","CA",34,"west","I","Dem Hold",72.5,27.5,"45",1552338.63,53041.97,26645.84,NA,330514.27,137480.52,NA,NA,52.98,8814.42,311217.86,NA,NA,1567.5,NA,5750,0.0341690717314688,0.0171649661259799,NA,0.212913769980716,0.0885634856616304,NA,NA,3.41291513179698e-05,0.00567815541638618,0.200483228327572,NA,NA,0.00100976679295805,NA,0.0037040887142002
"338","ALEX MOONEY FOR CONGRESS","C00629949","MOONEY, ALEXANDER XAVIER","H4WV02080","REP","WV",2,"south","I","GOP Hold",54,42.9,"11.1",1205937.13,NA,NA,28000,168420.67,NA,53366.4,NA,59641.97,25,137899.32,NA,NA,NA,NA,NA,NA,NA,0.0232184574995216,0.139659577444141,NA,0.0442530532250881,NA,0.0494569480583121,2.07307656245728e-05,0.114350339308319,NA,NA,NA,NA,NA
"339","GREG FOR MONTANA","C00631945","GIANFORTE, GREG","H8MT01182","REP","MT",0,"west","I","GOP Hold",50.9,46.2,"4.7",9931690.42,10740464.08,68800,246925,455336.83,395994.03,181717.07,NA,20160.71,146833.91,476007.05,2048976.12,5149186.22,13140,57397.23,NA,1.08143363574557,0.00692732023356805,0.0248623335563051,0.0458468609817985,0.0398717653545226,0.0182966909272631,NA,0.00202993741723979,0.0147843824958853,0.0479280998370064,0.20630688567113,0.518460201863602,0.00132303761437622,0.00577920047572325,NA
"340","RON ESTES FOR CONGRESS","C00632067","ESTES, RON","H8KS04112","REP","KS",4,"midwest","I","GOP Hold",59.8,40.2,"19.6",1759274.56,774427.13,48959.24,NA,202523.62,197745.91,59173.41,2032.87,30791.29,45618.24,203965.1,207490.57,275569.77,1973.2,NA,1800,0.440196855913155,0.0278292206987862,NA,0.115117688054331,0.112401960726358,0.0336351194665147,0.00115551605543594,0.0175022652518775,0.0259301424787271,0.115937048507085,0.117940982446765,0.156638296412358,0.00112159866621387,NA,0.00102314899614077
"341","MAST FOR CONGRESS","C00632257","MAST, BRIAN","H6FL18097","REP","FL",18,"south","I","GOP Hold",54.3,45.7,"8.6",5945472.35,2867.66,52000,55000,981288.22,386145.72,NA,NA,20700.47,78876.13,73968.83,NA,NA,NA,NA,NA,0.000482326690157764,0.00874615117838367,0.00925073682329042,0.165047983109366,0.0649478623847271,NA,NA,0.00348172000160761,0.0132665876412662,0.0124412032628493,NA,NA,NA,NA,NA
"342","RALPH NORMAN FOR CONGRESS","C00633610","NORMAN, RALPH W. JR.","H8SC05158","REP","SC",5,"south","I","GOP Hold",57.1,41.5,"15.6",2075820.21,20131.72,NA,17685,588928.52,67600.8,NA,NA,2188.06,85250.99,241432,407.57,NA,NA,NA,8000,0.00969820021166477,NA,0.00851952395241397,0.283708828521329,0.0325658261126574,NA,NA,0.00105407009212999,0.0410685807900483,0.11630679710937,0.000196341666795893,NA,NA,NA,0.00385389831039365
"343","DELGADO FOR CONGRESS","C00633859","DELGADO, ANTONIO","H8NY19181","DEM","NY",19,"northeast","I","Dem Pickup",51.4,46.2,"5.2",9233836.77,NA,175449.02,12500,169976.53,86065.45,652197.18,322,40310.63,20599.56,2639.87,NA,NA,NA,NA,144,NA,0.0190006629281145,0.00135371680389797,0.0184080067943415,0.00932065967200328,0.0706312225616698,3.48717448684118e-05,0.00436553417653711,0.00223087764199237,0.000285890910328492,NA,NA,NA,NA,1.55948175809047e-05
"344","HARLEY ROUDA FOR CONGRESS","C00633982","ROUDA, HARLEY E JR","H8CA48035","DEM","CA",48,"west","I","Dem Pickup",53.6,46.4,"7.2",9673978.03,957439.7,29015,49369.37,4854384.51,174986.01,541039.09,42417.73,68517.66,22543.17,41437.92,NA,452898.64,960,8225,6096,0.0989706299756813,0.00299928322247802,0.00510331632415336,0.501798173920393,0.0180883199710967,0.0559272605666647,0.00438472465706024,0.00708267682514057,0.00233028955927865,0.0042834416071131,NA,0.0468161741318323,9.92352884225022e-05,0.000850219007578209,0.000630144081482889
"345","KATIE HILL FOR CONGRESS","C00634212","HILL, KATHERINE LAUREN","H8CA25074","DEM","CA",25,"west","I","Dem Pickup",54.4,45.6,"8.8",8590030.78,8313261.39,127300,28592,335059.69,98941.1,395610.68,1430.22,8773.82,38069.69,78365.51,2419203.39,5302311.09,NA,5585.25,1345.1,0.967780163181208,0.0148195045233586,0.00332850960983402,0.0390056448668511,0.011518131021179,0.0460546289218302,0.000166497657183017,0.00102139564161143,0.00443184558647181,0.00912284391139283,0.281629187596462,0.617263340004004,NA,0.000650201395436676,0.000156588495949487
"346","MIKE LEVIN FOR CONGRESS","C00634253","LEVIN, MIKE","H8CA49058","DEM","CA",49,"west","I","Dem Pickup",56.4,43.6,"12.8",5658712.48,4056118.67,101500,42870.49,881750.22,483474.34,292889.54,NA,10923.24,53369.66,457284.21,NA,1772085.11,NA,8294.67,258.28,0.716791793952394,0.017936942433237,0.00757601488881442,0.155821703809203,0.0854389300938647,0.0517590425446037,NA,0.00193034016812248,0.00943141398129491,0.0808106458167318,NA,0.31316047886568,NA,0.00146582284032215,4.56428915434134e-05
"347","ESPAILLAT FOR CONGRESS 2018","C00635722","ESPAILLAT, ADRIANO","H2NY13096","DEM","NY",13,"northeast","I","Dem Hold",94.6,5.4,"89.2",460133.25,NA,NA,NA,115000,110177.69,NA,NA,4113.51,11152.4,NA,NA,NA,NA,NA,850.17,NA,NA,NA,0.249927602493408,0.2394473557388,NA,NA,0.00893982340984921,0.0242373269047607,NA,NA,NA,NA,NA,0.00184766043314627
"348","HERN FOR CONGRESS","C00636092","HERN, KEVIN R","H8OK01157","REP","OK",1,"south","I","GOP Hold",59.3,40.7,"18.6",2868284.5,690648.45,80788.71,50634.7,96922.81,213649.54,NA,NA,10271.58,7697.54,105925.67,73699.61,583677.6,NA,27058.62,NA,0.240787986686816,0.0281662122428929,0.0176533046146573,0.0337912121339428,0.0744868718566795,NA,NA,0.00358108827767957,0.00268367381269187,0.0369299732993711,0.0256946652258519,0.203493621361479,NA,0.00943372946442377,NA
"349","KATIE PORTER FOR CONGRESS","C00636571","PORTER, KATHERINE","H8CA45130","DEM","CA",45,"west","I","Dem Pickup",52.1,47.9,"4.2",7017546.36,8003680.01,159340.6,29712.98,620057.77,113041.93,561543.05,NA,22527.62,24568.09,188109.7,3856075.24,291369.53,NA,3400,41269.97,1.1405239950563,0.0227060274098424,0.00423409814139083,0.0883582007429731,0.0161084692855524,0.0800198561139253,NA,0.00321018470621119,0.00350095157761095,0.0268056226991566,0.549490525916526,0.041520143231373,NA,0.000484499827372711,0.00588096862961088
"350","FINKENAUER FOR CONGRESS","C00637074","FINKENAUER, ABBY","H8IA01094","DEM","IA",1,"midwest","I","Dem Pickup",51,45.9,"5.1",4613076.63,308582.64,124200,82375,78046.67,34738.08,390571.75,NA,80323.37,12660.04,99394.79,2203.64,NA,54,NA,7500,0.0668930227590865,0.0269234634413606,0.0178568462236882,0.0169185721937595,0.00753034965300371,0.0846662176517974,NA,0.0174121039909974,0.00274438103145059,0.021546312357703,0.000477694210772302,NA,1.17058536701568e-05,NA,0.001625813009744
"351","JASON CROW FOR CONGRESS","C00637363","CROW, JASON","H8CO06229","DEM","CO",6,"west","I","Dem Pickup",54.1,42.9,"11.2",5675908.97,11925,241409.67,10825.94,33086.09,14286.81,452316.95,NA,32484.89,40333.41,159930.95,NA,NA,NA,NA,1045,0.00210098506918091,0.0425323364550013,0.00190734912367701,0.00582921434696653,0.00251709639381338,0.0796906631855303,NA,0.00572329298649763,0.00710607062466684,0.028177152037729,NA,NA,NA,NA,0.000184111479856944
"352","CHRISSY HOULAHAN FOR CONGRESS","C00637371","HOULAHAN, CHRISSY","H8PA06087","DEM","PA",6,"northeast","I","Dem Pickup",58.9,41.1,"17.8",3753088.34,49381.27,62400,33335.62,126202.28,58200,758621.95,15743.5,25843.24,12881.57,75638.55,NA,NA,NA,NA,3586.55,0.0131575027088225,0.0166263072827111,0.00888218367916168,0.0336262481900439,0.0155072289079132,0.202132718783806,0.00419481199848336,0.00688585976635978,0.00343225867153449,0.0201536822871587,NA,NA,NA,NA,0.000955626320269349
"353","COLIN ALLRED FOR CONGRESS","C00637868","ALLRED, COLIN","H8TX32098","DEM","TX",32,"south","I","Dem Pickup",52.3,45.8,"6.5",6279210.62,7826584.61,90800,18500,402309.76,233247.74,864397.41,NA,46683.91,12057.82,256813.86,NA,3756600.27,NA,NA,168,1.24642810755088,0.0144604163636097,0.00294623020624207,0.0640701171447566,0.0371460290338214,0.137660203218347,NA,0.00743467815067493,0.00192027640569891,0.0408990676601958,NA,0.598259956121682,NA,NA,2.67549553864145e-05
"354","WEXTON FOR CONGRESS","C00638023","WEXTON, JENNIFER","H8VA10106","DEM","VA",10,"south","I","Dem Pickup",56.2,43.8,"12.4",6357450.35,4524777.9,76000,71871.5,95943.94,15999,633429.26,10187.4,11002.18,43019.85,266838.39,3000,NA,300,NA,NA,0.711728389668037,0.0119544779457066,0.0113050823904586,0.0150915751941342,0.00251657490333369,0.0996357384057274,0.001602434850317,0.00173059629164072,0.00676684010595537,0.0419725480042483,0.000471887287330526,NA,4.71887287330526e-05,NA,NA
"355","HALEY STEVENS FOR CONGRESS","C00638650","STEVENS, HALEY","H8MI11254","DEM","MI",11,"midwest","I","Dem Pickup",51.8,45.2,"6.6",4427136.7,3020995,82971.91,46541.15,261383.81,62368.27,555958.85,3614.86,24088.4,13048.51,24500.4,NA,3002945,NA,NA,1000,0.682381232998746,0.0187416643357771,0.0105126977443457,0.0590412783052306,0.0140877217547857,0.12557977936394,0.000816523239501504,0.00544107888062277,0.00294739261157217,0.00553414128820554,NA,0.678304105676249,NA,NA,0.000225879630055245
"356","DEB HAALAND FOR CONGRESS","C00639054","HAALAND, DEBRA","H8NM01331","DEM","NM",1,"west","I","Dem Hold",59.1,36.3,"22.8",2443599.14,1504688,79350,750,247420.8,84781.57,471041.05,NA,112998.18,14366.61,10123.96,NA,707573.6,NA,NA,214.21,0.615767118006106,0.0324725928656203,0.00030692431820057,0.101252613798186,0.0346953674242986,0.192765270820974,NA,0.0462425191392071,0.00587928263880466,0.00414305269398646,NA,0.289562059675631,NA,NA,8.76616776023256e-05
"357","JOSH HARDER FOR CONGRESS","C00639146","HARDER, JOSH","H8CA10126","DEM","CA",10,"west","I","Dem Pickup",52.3,47.7,"4.6",8422932.09,5507147.17,214619.9,28209.39,171469.51,21377.29,474807.67,NA,17980.17,6501.03,307089.95,NA,NA,NA,12165,NA,0.653827801430131,0.0254804262585477,0.00334911758738874,0.0203574608186114,0.00253798674518341,0.0563708296501296,NA,0.00213466875998522,0.000771825052195096,0.0364587944813883,NA,NA,NA,0.00144427140929258,NA
"358","ALEXANDRIA OCASIO-CORTEZ FOR CONGRESS","C00639591","OCASIO-CORTEZ, ALEXANDRIA","H8NY15148","DEM","NY",14,"northeast","I","Dem Hold",78.2,13.6,"64.6",2098917.89,345591.73,17051.04,450,83559.96,13823.18,588124.27,3430.18,7008.09,14337.62,7.15,25000,NA,NA,3043.03,2565,0.164652334255915,0.0081237289372954,0.000214396190600862,0.0398109713572454,0.00658586029775562,0.280203562417585,0.00163426116683392,0.00333890622086222,0.00683095802285053,3.40651725065815e-06,0.0119108994778257,NA,NA,0.00144980897752032,0.00122205828642492
"359","MIKIE SHERRILL FOR CONGRESS","C00640003","SHERRILL, MIKIE","H8NJ11142","DEM","NJ",11,"northeast","I","Dem Pickup",56.8,42.1,"14.7",8563275.17,4721315.45,NA,63443.14,439378.28,116809.84,1018049.71,NA,19985.93,79590.91,48630.55,NA,NA,NA,91957.36,NA,0.551344591440941,NA,0.00740874709039626,0.051309606578951,0.0136407901978,0.118885553691719,NA,0.0023339119207587,0.00929444732534503,0.00567896617060362,NA,NA,NA,0.0107385735217475,NA
"360","ELIZABETH PANNILL FLETCHER FOR CONGRESS","C00640045","FLETCHER, ELIZABETH","H8TX07140","DEM","TX",7,"south","I","Dem Pickup",52.5,47.5,"5",6370390.21,4506,50600,201537.97,196632.45,27509.01,654864.7,177364.5,27763.19,8725.55,40805.55,NA,NA,NA,NA,184,0.000707335006406146,0.00794299851845339,0.0316366758324527,0.0308666256725269,0.00431826137695888,0.102798208337696,0.0278420150341152,0.00435816160153241,0.00136970416448006,0.00640550243467739,NA,NA,NA,NA,2.88836309761942e-05
"361","MCCREADY FOR CONGRESS","C00641381","MCCREADY, DANIEL","H8NC09123","DEM","NC",9,"south","O",NA,48.8,49.4,"-0.6",6834934.5,8057906.98,209000,28819.98,187456.61,16000,897457.5,NA,93166.75,20901.21,146851.91,NA,3656619,1259.64,NA,NA,1.17892965616569,0.0305782008591304,0.0042165700344312,0.027426248195941,0.00234091489830663,0.131304477021689,NA,0.0136309645688631,0.00305799711760222,0.0214854889977366,NA,0.534989618408194,0.000184294377656435,NA,NA
"362","CINDY AXNE FOR CONGRESS","C00646844","AXNE, CINDY","H8IA03124","DEM","IA",3,"midwest","I","Dem Pickup",49.3,47.2,"2.1",5221045.59,51250,78006.17,72400,68490.16,13505.97,348914.49,NA,78399.38,565.72,45454.32,250,26000,NA,NA,757.75,0.00981604146459866,0.0149407180334543,0.0138669541860867,0.0131180926922341,0.00258683242028538,0.0668284702719863,NA,0.015016030534221,0.000108353775167859,0.00870598029005144,4.78831290956032e-05,0.00497984542594274,NA,NA,0.000145133764288773
"363","CURTIS FOR CONGRESS","C00647339","CURTIS, JOHN","H8UT03238","REP","UT",3,"west","I","GOP Hold",67.5,27.3,"40.2",1459147.65,119312.76,NA,NA,315939.62,133946.54,146000.84,NA,27486.27,27412.49,12930.31,NA,NA,NA,211.45,30356.07,0.0817688052336582,NA,NA,0.216523406661416,0.091797797159184,0.100058989917847,NA,0.0188372095174878,0.0187866457517168,0.00886155009741475,NA,NA,NA,0.000144913367745889,0.020803974155734
"364","ANDY KIM FOR CONGRESS","C00648220","KIM, ANDY","H8NJ03206","DEM","NJ",3,"northeast","I","Dem Pickup",50,48.7,"1.3",6471338.34,4767537.29,152709.33,7500,200665.25,28755.03,470141.82,2466.78,35697.16,28451.22,73242.83,NA,NA,NA,NA,6000,0.736715813563845,0.0235977972371013,0.00115895655673599,0.0310083076262089,0.00444344407435201,0.0726498593179722,0.000381185447336694,0.00551619435184716,0.00439649706215175,0.0113180344083199,NA,NA,NA,NA,0.000927165245388792
"365","JOE NEGUSE FOR CONGRESS","C00648253","NEGUSE, JOSEPH","H8CO02160","DEM","CO",2,"west","I","Dem Hold",60.3,33.6,"26.7",1169190.61,NA,NA,26000,176066.82,32.5,281539.96,NA,8491.84,12323.78,5391.79,NA,NA,NA,66207.4,40187.12,NA,NA,0.0222376058938756,0.150588636697997,2.77970073673445e-05,0.240799025917596,NA,0.00726300735514802,0.0105404370293395,0.00461155773394383,NA,NA,NA,0.0566266949406992,0.0343717437142264
"366","RUSS FULCHER FOR IDAHO","C00648295","FULCHER, RUSS","H8ID01124","REP","ID",1,"west","I","GOP Hold",62.7,30.8,"31.9",895948.3,425813.71,3075,NA,95234.71,40265.88,224397.5,NA,12954.12,29619.57,53314.59,NA,220544,NA,NA,9120.53,0.475265938894019,0.00343211767911162,NA,0.106294872148315,0.0449421914188575,0.250458090048276,NA,0.0144585574859621,0.0330594633641249,0.0595063241930366,NA,0.246157060625038,NA,NA,0.0101797503271115
"367","CASTEN FOR CONGRESS","C00648493","CASTEN, SEAN","H8IL06139","DEM","IL",6,"midwest","C","Dem Pickup",53.6,46.4,"7.2",6766819.54,657458.87,194641.41,7489.3,408186,149796.82,248167.51,NA,19876.02,52768.96,119614.16,NA,250000,NA,3937.53,2868.38,0.097159214327149,0.0287640905523542,0.00110676809921253,0.0603216913924086,0.0221369609629046,0.0366741729305818,NA,0.00293727649784495,0.00779819229522412,0.0176765701069664,NA,0.0369449781425677,NA,0.000581887839142818,0.000423888945618313
"368","BRINDISI FOR CONGRESS","C00648725","BRINDISI, ANTHONY","H8NY22151","DEM","NY",22,"northeast","I","Dem Pickup",50.9,49.1,"1.8",4849468.31,473857.2,NA,190039.57,319961.15,43226.36,527191.3,26135.25,33718.76,49969.02,6685.74,NA,NA,NA,NA,6500,0.0977132274527638,NA,0.0391877125185297,0.065978604157535,0.00891362871902136,0.108711154769872,0.00538930215217759,0.00695308389385062,0.0103040203184666,0.00137865423024076,NA,NA,NA,NA,0.00134035312419641
"369","KENDRA HORN FOR CONGRESS","C00648915","HORN, KENDRA","H8OK05109","DEM","OK",5,"south","I","Dem Pickup",50.7,49.3,"1.4",1348648.15,8931.68,2250,9562.12,107668.69,23074.27,368919.73,NA,4887.32,11805.04,2168.78,NA,NA,NA,6500,1500,0.00662269102582464,0.00166833729019685,0.0070901517197054,0.0798345291171756,0.0171091844822536,0.273547796732602,NA,0.00362386586894439,0.00875323930856243,0.00160811402143695,NA,NA,NA,0.00481964106056869,0.00111222486013124
"370","TJ COX FOR CONGRESS","C00648956","COX, TERRANCE JOHN (TJ)","H8CA10167","DEM","CA",21,"west","I","Dem Pickup",50.4,49.6,"0.8",2932086.17,11267.73,NA,25572,48767.06,44064.74,385607.81,NA,48910.68,2855.9,3460.81,NA,NA,NA,NA,6000,0.00384290547641033,NA,0.00872143535945262,0.0166322055944215,0.0150284600946772,0.131513123299511,NA,0.0166811877837819,0.000974016394613669,0.0011803234282163,NA,NA,NA,NA,0.00204632457988095
"371","SPANBERGER FOR CONGRESS","C00649913","SPANBERGER, ABIGAIL","H8VA07094","DEM","VA",7,"south","I","Dem Pickup",50.4,48.4,"2",7671460.75,7251910.87,241759.69,2000,74210.84,35023.6,816849.31,NA,22875,54143.22,127430.48,120000,3058941.5,NA,NA,2700.73,0.945310300909771,0.0315141663209318,0.000260706541449749,0.00967362571724036,0.00456544081255972,0.106478979247857,NA,0.00298183106783151,0.00705774581457645,0.0166109798580407,0.015642392486985,0.398743029481054,NA,NA,0.000352048988844791
"372","ELISSA SLOTKIN FOR CONGRESS","C00650150","SLOTKIN, ELISSA","H8MI08102","DEM","MI",8,"midwest","I","Dem Pickup",50.6,46.8,"3.8",7749297.4,2100,175700.5,12540.5,36365.49,2764.42,787486.24,11794.79,49420.62,59786.55,124668.14,NA,NA,NA,NA,900,0.000270992309573769,0.0226730877563171,0.00161827574200469,0.00469274672565799,0.00035673169544377,0.101620340445316,0.00152204637287504,0.00637743235922266,0.00771509298378457,0.0160876700899362,NA,NA,NA,NA,0.000116139561245901
"373","JOE CUNNINGHAM FOR CONGRESS","C00650507","CUNNINGHAM, JOE","H8SC01116","DEM","SC",1,"south","I","Dem Pickup",50.7,49.3,"1.4",2526600.88,1494437.71,NA,63082.8,500377.95,56730.49,286675.48,30407.81,10961.36,17589.56,5654.59,85750,6000,NA,NA,743.57,0.59148151250545,NA,0.0249674574640376,0.198043922948369,0.0224532851425271,0.113462906733413,0.0120350666544532,0.00433838208747873,0.00696174854494628,0.00223802265120718,0.0339388783874721,0.00237473201544994,NA,NA,0.000294296580788019
"374","CISNEROS FOR CONGRESS","C00650648","CISNEROS, GILBERT","H8CA39174","DEM","CA",39,"west","I","Dem Pickup",51.6,48.4,"3.2",20938999.55,6682827.53,386000,136771.95,1185558.7,40834,494118.18,NA,43925.75,26216.6,1535393.16,NA,NA,NA,NA,NA,0.319156964211311,0.0184345006110858,0.00653192382345698,0.0566196439886738,0.00195014092733958,0.023597984173986,NA,0.00209779602387928,0.00125204644746267,0.0733269589281786,NA,NA,NA,NA,NA
"375","PETE STAUBER FOR CONGRESS","C00650697","STAUBER, PETER ALLEN","H8MN08043","REP","MN",8,"midwest","I","GOP Pickup",50.7,45.2,"5.5",1915040.31,9351.51,37013,NA,166462.43,153930,108883.82,NA,2239.46,4010,134977.74,NA,NA,NA,NA,11377.63,0.00488319224988011,0.0193275304998671,NA,0.08692372120355,0.0803795090872004,0.0568571948232254,NA,0.00116940619385709,0.00209395070122571,0.0704829758909879,NA,NA,NA,NA,0.00594119608897423
"376","KIRKPATRICK FOR CONGRESS","C00651042","KIRKPATRICK, ANN","H8AZ01104","DEM","AZ",2,"west","I","Dem Pickup",54.7,45.3,"9.4",4693189.45,4332583.2,184500,12500,433401.94,103492.95,611796.25,NA,96209.9,22436.29,166120.51,78727,2111880.7,NA,NA,NA,0.923163926399775,0.0393122847406043,0.0026634339255152,0.0923469944304081,0.0220517307265318,0.130358311020238,NA,0.0204998969304339,0.00478060607589579,0.0353960801646309,0.0167747330123228,0.449988376241662,NA,NA,NA
"377","DEBBIE FOR CONGRESS","C00652065","MUCARSEL-POWELL, DEBBIE","H8FL26039","DEM","FL",26,"south","I","Dem Pickup",50.9,49.1,"1.8",4881890.36,61088.74,80200,24938.89,144681.05,50981.73,594006.64,NA,44776.18,8103.76,40878.1,NA,54088.74,NA,NA,9153.29,0.0125133371491776,0.0164280625097857,0.00510844942449711,0.0296362759773245,0.0104430305149254,0.121675538817304,NA,0.00917189381532935,0.00165996353920574,0.00837341623542729,NA,0.0110794663565529,NA,NA,0.00187494788391766
"378","BURCHETT FOR CONGRESS","C00652149","BURCHETT, TIM","H8TN02119","REP","TN",2,"south","I","GOP Hold",65.9,33.1,"32.8",946616.92,262812.51,NA,5025,202877.59,131959.35,NA,NA,5159.68,3789.99,172654.5,1500,255263,2693.51,NA,17797.49,0.277633438033201,NA,0.00530837754305089,0.214318575670505,0.139401005002108,NA,NA,0.00545065262514006,0.004003720956097,0.182391098608294,0.00158459031135847,0.269658184432199,0.00284540656636478,NA,0.0188011534803329
"379","MAX ROSE FOR CONGRESS","C00652248","ROSE, MAX","H8NY11113","DEM","NY",11,"northeast","I","Dem Pickup",53,46.6,"6.4",4440564.66,224230.28,94911.2,345260.36,84764.79,743.07,397097.1,NA,25901.75,57524.87,2294.22,NA,60540.8,NA,NA,3545.27,0.0504958934659449,0.0213736781844316,0.0777514542486135,0.0190887412953469,0.000167336826934077,0.0894249111102911,NA,0.0058329856635845,0.0129544043166799,0.000516650510838412,NA,0.0136335814553818,NA,NA,0.000798382699374993
"380","DR KIM SCHRIER FOR CONGRESS","C00652628","SCHRIER, KIM DR.","H8WA08189","DEM","WA",8,"west","I","Dem Pickup",52.4,47.6,"4.8",8197468.53,11110779.75,NA,273935.71,183992.79,166654.33,526871.46,18743.9,23036.54,14681.23,292839.63,NA,5304926.03,NA,17325,24864.97,1.35539157110982,NA,0.0334171102941703,0.0224450742722156,0.0203299749660643,0.0642724590002177,0.00228654735683383,0.00281020170015828,0.00179094679610804,0.0357231783114878,NA,0.647141981769828,NA,0.00211345733583438,0.00303324982694383
"381","LAUREN UNDERWOOD FOR CONGRESS","C00652719","UNDERWOOD, LAUREN A","H8IL14174","DEM","IL",14,"midwest","I","Dem Pickup",52.5,47.5,"5",5285220.61,5347557.35,108637.11,6400,311155.07,29788.71,802306.75,NA,52040.66,41672.79,35317.94,1680,2498871,NA,NA,3826.8,1.01179453888491,0.0205548865442724,0.00121092390881296,0.0588726740017764,0.00563622830495244,0.151801941527659,NA,0.00984644991006345,0.00788477777467836,0.00668239655562836,0.000317867526063401,0.472803537334272,NA,NA,0.000724056814725847
"382","JOHN ROSE FOR TENNESSEE","C00652743","ROSE, JOHN W.","H8TN06094","REP","TN",6,"south","I","GOP Hold",69.5,28.3,"41.2",5230929.77,296570,90846,NA,506131.13,53369.45,214492.22,NA,3305.86,23527,482635.7,NA,NA,NA,NA,NA,0.0566954658234687,0.0173670846282457,NA,0.0967573934757683,0.0102026699547908,0.0410046071025725,NA,0.000631983250656413,0.00449767078406025,0.0922657579476545,NA,NA,NA,NA,NA
"383","CAROL FOR CONGRESS","C00653220","MILLER, CAROL DEVINE","H8WV03097","REP","WV",3,"south","I","GOP Hold",56.4,43.6,"12.8",1921429.15,37346.98,13679.2,31375,418760.88,55110.83,13000,NA,6476.81,13452.79,13610,NA,NA,2021.12,NA,282.55,0.019437084110023,0.00711928410162821,0.0163289913656197,0.217942399801731,0.0286822077202274,0.00676579721922091,NA,0.00337082946826325,0.00700144993636638,0.00708326924258436,NA,NA,0.00105188369813167,NA,0.000147052000330067
"384","VAN TAYLOR CAMPAIGN","C00653634","TAYLOR, NICHOLAS V.","H8TX03123","REP","TX",3,"south","I","GOP Hold",54.3,44.3,"10",4475593.89,37848.43,NA,237532.3,829884.15,NA,14624.66,323.87,11526.6,NA,5957.71,NA,NA,NA,NA,NA,0.00845662741755151,NA,0.0530728001329004,0.185424363871406,NA,0.00326764678821206,7.2363580780561e-05,0.00257543474303027,NA,0.00133115518217852,NA,NA,NA,NA,NA
"385","COMMITTEE TO ELECT JARED GOLDEN","C00653816","GOLDEN, JARED","H8ME02185","DEM","ME",2,"northeast","I","Dem Pickup",45.5,46.2,"-0.7",6094233.14,3865014.27,170910.58,13000,164018.47,21767.76,788302.91,NA,126612.07,11453.84,23813.4,NA,3820948.89,NA,NA,281.41,0.634208469090502,0.0280446409045651,0.00213316420644846,0.0269137176461877,0.00357186203742773,0.129352273188551,NA,0.0207757181406421,0.00187945550110674,0.00390753019337229,NA,0.626977800524382,NA,NA,4.61764414874355e-05
"386","VERONICA ESCOBAR FOR CONGRESS","C00653923","ESCOBAR, VERONICA","H8TX16109","DEM","TX",16,"south","I","Dem Hold",68.5,27,"41.5",1440849.59,34933.28,55700,4411.8,87855.45,44281.15,436611.02,NA,32407.43,7411.73,27219.98,NA,NA,NA,NA,20456.43,0.0242449178890352,0.038657747752838,0.00306194347461347,0.0609747544849563,0.0307326665512672,0.303023315570364,NA,0.0224918896635144,0.00514399979806358,0.018891617965481,NA,NA,NA,NA,0.0141974777533858
